Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
13123;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holsatenring 90";"Villa Thiessen";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13123.jpg"
8901;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 1";"ehem. Hotel Brigel";"ehem. Hotel Brigel, 1891, Magnus Schlichting für Gastwirt W. Brigel, dreigeschossiger, traufenständiger Putzbau mit betontem Mittelrisalit unter stuckverziertem Dreiecksgiebel";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8901.jpg"
15479;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 2";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1892/93, Rudolf Pries; dreigeschossiger Backsteinbau unter Kieler Dach mit gut erhaltener neugotischer Fassade";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15479.jpg"
15474;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 5";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, 1892/1893, Maurermeister Johann Friedrich Ahrens, dreigeschossiger Putzbau unter Kieler Dach, symmetrisch angelegte Fassade in barockisierender Formensprache";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15474.jpg"
15512;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 8";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, 1899, Carl Otto Göttsche, dreigeschossiger Putzbau unter Kieler Dach mit reichen Putzzierelementen und zentralem Kastenerker";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15512.jpg"
15476;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 9";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, 1896, Zimmermeister H. Voß,  dreigeschossiger Putz- und Klinkerbau unter Kieler Dach mit der Renaissance entlehnter Gestaltung der Fassadendetails";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15476.jpg"
15490;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 14";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, 1894, Magnus Schlichting, dreigeschossiger Backsteinbau unter Kieler Dach mit Putzzierelementen und zentralem Kastenerker";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15490.jpg"
15468;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 24";"Villa Schlichting";"Villa Schlichting, 1896/97, Magnus Schlichting, zweigeschossiger verputzter Backsteinbau auf hohem Kellergeschoss unter Satteldach mit quer der Hausachse liegenden Krüppelwalmdächern und zierreichen Fachwerkgiebeln";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15468.jpg"
15091;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 35";"Theodor-Litt-Schule: Hauptgebäude";"Theodor-Litt-Schule, ehem. Höhere Töchterschule, 1896, symmetrisch angelegter zweigeschossiger Backsteinbau unter Satteldach mit giebelbekröntem Mittelrisalit";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15091.jpg"
15484;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 36";"Mietwohnungshaus";"Mietwohnungshaus, 1898, Zimmermeister Gustav Jaacks, dreigeschossiger Backsteinbau mit Putzzierelementen in Renaissancedekor unter Kieler Dach";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15484.jpg"
15485;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 40";"Villa";"Villa, 1896/97, Zimmermeister Rudolf Pries für Schuldirektor Dr. Spangenberg, zweigeschossiger Putzbau unter Pyramidendach mit dem Rokoko entlehntem Dekor";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15485.jpg"
15371;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Holstenstraße 41";"Villa";"Villa, 1922, Otto Lippelt,  giebelständiger, eingeschossiger Putzbau unter Mansarddach mit Kastenstanderker und kleinem Säulenportikus";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15371.jpg"
3482;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"Volkshaus Tungendorf";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3482.jpg"
28198;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"nördl. ehem. Stallgebäude";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28198.jpg"
28199;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"südl. ehem. Stallgebäude";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28199.jpg"
28201;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Hürsland 2";"ehem. Bürogebäude";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28201.jpg"
21343;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Johannisstraße 2";"Wohn- und Geschäftshaus";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21343.jpg"
15210;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Justus-von-Liebig-Straße 2 - 4";"Holstenhalle";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15210.jpg"
15507;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kieler Straße 71";"Mietwohnungshaus";"Mietwohnungshaus; 1896; Zimmermeister Rudolf Pries; dreigeschossiger Bau unter ausgebautem Kieler Dach mit reich gegliederter Putzfassade mit barockisierendem Dekor";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15507.jpg"
7386;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kieler Straße 333";"Halbmeilenstein";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7386.jpg"
9910;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kieler Straße 395";"Straßenwärterhaus";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9910.jpg"
15457;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Klaus-Groth-Straße 19";"Villa";"Villa; 1912 u. 1914; Rudolf Warringsholz; zweigeschossiger Backsteinbau auf Feldsteinsockel unter Walmdach mit straßenseitigem Dacherker, Fassadengliederung durch rustizierte Backsteinlisenen, an Süd- und Westseite Standerker unter Kupferdächern; Südostecke Veranda von 1914";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15457.jpg"
8169;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kleinflecken 35";"Wohn- und Geschäftshaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8169.jpg"
15501;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kleinflecken 37";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, um 1870 und 1890, zweigeschossiger, giebelständiger Putzbau unter Krüppelwalmdach mit stumpfwinklig abknickendem Flügel gleicher Gestaltung an der Südostseite";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15501.jpg"
15503;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kleinflecken 38";"villenartiges Wohnhaus";"villenartiges Wohnhaus, 1906/07, H. Rohwer für  Wollwarenfabrikant Georg Behr, zweigeschossiger Putzbau unter Krüppelwalmdach mit übergiebeltem Seitenrisalit und Veranda mit Altan";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15503.jpg"
15504;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kleinflecken";"Trinkhalle und öffentliches WC";"Trinkhalle und öffentliches WC, 1953, Stadtbauamt Neumünster, eingeschossiger kleiner Backsteinbau mit halbrundem, eingezogenen Vorbau an der südlichen Schmalseite unter weit vorkragendem Flachdach";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15504.jpg"
15516;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Klosterstraße 2";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, 1896/97, Carl Otto Göttsche, dreigeschossiges Eckhaus mit Putzfassade unter Walmdach, überhöhter Eck-Kastenerker, übergiebelte Risalite mit Kastenerkern an den Längsseiten";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15516.jpg"
9149;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Klosterstraße 10";"Villa";"Villa; 1903; Carl Otto Göttsche; zweigeschossiger kubischer Putzbau unter schiefergedecktem Walmdach; An der Ostseite zurückliegende Eingangsveranda mit Altan";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9149.jpg"
15509;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Klosterstraße 32";"ehem. Schwesternheim";"Alteintragung (Aktualisierung vorgesehen)";"Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15509.jpg"
13255;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Klosterstraße 55";"Villa";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13255.jpg"
15510;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Klosterstraße 59 - 61";"Mehrfamilienhaus";"Mehrfamilienhaus; 1927/28; Friedrich Wilhelm Hain sen.; langgestreckter, zweigeschossiger Backsteinbau unter Satteldach mit gleichmäßig gereihten Gauben und hölzernem Dachüberstand sowie markantem, im Halbrund weit vortretendem, überhöhtem Standerker an der Südwestecke";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15510.jpg"
9408;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kuhberg 5";"Wohn- und Geschäftshaus";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9408.jpg"
15525;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kuhberg 10";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906; Gustav Bustorf; viergeschossiger Putzbau unter Kieler Dach mit stattlicher Jugendstilfassade";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15525.jpg"
15526;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kuhberg 36";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1912; Ludwig Stapf; dreigeschossiger Putzbau unter ausgebautem Mansarddach, symmetrische Schmuckfassade mit geschossübergreifenden Erkern zwischen ionischen Säulen";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15526.jpg"
9021;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Kuhberg 38";"Commerzbank";"Alteintragung (Aktualisierung vorgesehen)";"Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9021.jpg"
15160;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Lindenstraße 1";"Wittorfer Schule";"Wittorfer Schule; 1906, Gustav Jaacks; zweigeschossiger Backsteinbau mit Putzzierfeldern und Zierfachwerk über T-förmigem Grundriss unter ausgebautem Schopfwalmdach, Fenster und Eingänge segmentbogenförmig; vor der Straßenfassade Bronzeplastik von Georg Fuhg, steigendes Einhorn";"Geschichtlich, Künstlerisch, Städtebaulich";"Wittorfer Schule, Plastik 'Einhorn'";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15160.jpg"
15522;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Luisenstraße 7";"Villa";"Villa; 1898/99; Zimmermeister Rudolf Pries für Maurermeister Hans Fehrs; zweigeschossiger Putzbau unter Walmdach, Seitenrisalit mit Polygonalerker im Erdgeschoss, Putzzier in zurückhaltendem Barockdekor";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15522.jpg"
15530;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Luisenstraße 8";"Einfamilienwohnhaus";"Einfamilienwohnhaus; 1892; Bauunternehmen Heckelnburg&Schander für Bankier C.F. Schander; 1900 durch Rudolf Pries um die linken Achsen erweitert; zweigeschossiger Putz- und Klinkerbau unter ausgebautem Schieferdach; rechts vom Mittelrisalit verglaste hölzerne Veranda";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15530.jpg"
15353;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Luisenstraße 30";"Mietwohnungshaus";"Mietwohnungshaus; 1924-1927; Otto Redke/Esselmann und Gerntke; dreigeschossiger Putzbau unter ausgebautem Mansarddach, Fenster in Portale in roter Klinkereinfassung, Gebäudeecke durch halbrunde Fenster und Balkone aufgelöst";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15353.jpg"
15540;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Lütjenstraße 12";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1893; Magnus Schlichting; dreigeschossiger Backsteinbau unter Kieler Dach, detailreiche Klinkerfassade mit neoromanischen Elementen";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15540.jpg"
15348;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Lütjenstraße 14";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1950; Friedrich Wilhelm Hain sen.; schlichter dreigeschossiger Backsteinbau unter steilem Walmdach mit breitem Altan an der Südostseite";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15348.jpg"
9150;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 7";"Wohnhaus";"Wohnhaus; 1899/1900, Magnus Schlichting; zweigeschossiger Putzbau mit Backsteinziergliederungen auf geböschtem Sockel unter Mansarddach, Mittelachse betont von Standerker und Fachwerkzwerchgiebel";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9150.jpg"
9700;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 9";"Villa Hasse";"Villa Hasse; 1900/1901, Magnus Schlichting für Major Hasse, zweigeschossiger Putzbau unter ausgebautem Walmdach im Landhausstil, Straßenfassade mit polygonalen Erkertürmchen und zentralem Kastenerker";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9700.jpg"
15545;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 10";"Villa Hinselmann/Wolf";"Villa Hinselmann/Wolf; 1899 von Magnus Schlichting für Brauereibesitzer Hinselmann; Umbau 1922 von Emil Wittig für Kaufmann Bruno Wolf; zweigeschossiger, kubischer Putzbau unter gaubenbesetztem Mansarddach mit Standerkern und Altanen an West-, Süd- und Ostseite, historische Einfriedung";"Geschichtlich, Städtebaulich";"Villa Hinselmann/Wolf, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15545.jpg"
15492;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 11";"Villa von Waldegg";"Villa von Waldegg; 1900/02 Zimmermeister Rudolf Pries für Hauptmann Heusinger von Waldegg; eingeschossiger traufenständiger Putzbau unter auskragendem Mansarddach, Straßenfassade mit Mittelrisalit und Sichtfachwerk";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15492.jpg"
7472;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 12";"Villa Springe";"Villa Springe; 1901/02, Architekt Paul Reese für Fabrikant Johannes Springe; zweigeschossiger Putzbau auf hohem Sockel mit Mansarddach, barockisierende Straßenfassade durch Seitenrisalit mit Schweifgiebel betont";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7472.jpg"
10523;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 18";"Villa Selck";"Villa Selck; 1905, J. und F. Ahrens für Gustav Selck; stark zergliederter zweigeschossiger Putzbau auf genutetem Sockel unter Walmdach; Front- und Seitenrisalit unter Dreieckgiebel, klassizistische Putzzier; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Villa Selck, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10523.jpg"
3463;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 22";"Villa Eilers";"Villa Eilers; 1913, Hans Roß für Friedrich Eilers; kubischer zweigeschossiger Backsteinbau unter steilem Walmdach, Straßenfront von Lisenen u. Terrakottareliefs belebt, mittiges barockisierendes Portal; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Villa Eilers, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3463.jpg"
7471;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 24";"Villa Köster";"Villa Köster; 1904; Hans Roß für Tuchfabrikant Christian Friedrich Köster; zweigeschossiger Putzbau in Jugendstilformen unter ausgebautem Mansarddach, Einfriedung des Vorgartens";"Geschichtlich, Künstlerisch, Städtebaulich";"Villa Köster, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7471.jpg"
2181;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 26";"Villa Mylord";"Villa Mylord; 1905/06, Hans Roß für Rechtsanwalt Mylord; zweigeschossiger Putzbau unter ausschwingendem ausgebautem Mansarddach mit zurückhaltendem Dekor, gegliedert durch Risalite, Erker und Anbauten";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2181.jpg"
7470;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 28";"Villa Behrens";"Villa Behrens; 1908/09, Baugeschäft A. Behrens und Sohn, Entwurf Hans Roß (?); zweigeschossiger Putzbau über geböschtem Sockel unter Mansarddach, Straßenfassade mit Seitenrisalit u. gerundeter Gebäudekante";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7470.jpg"
7469;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 30";"Villa Andresen";"Villa Andresen; 1910/11, Baugeschäft A. Behrens und Sohn, Entwurf Hans Roß; giebelständiger zweigeschossiger Putzbau unter nach Norden abgeschlepptem Mansarddach mit Schopf";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7469.jpg"
15130;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Marienstraße 41";"Zweifamilienwohnhaus";"Zweifamilienwohnhaus; 1899; Maurermeister A. Behrens; zweigeschossiger Putzbau unter flachem Zeltdach in historistischer Formgebung";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15130.jpg"
19964;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Memellandstraße 15";"ehem. Pilotenwohnheim";"ehem. Pilotenwohnheim; 1935; eingeschossiger Backsteinbau mit kurzen Seitenflügeln unter ausgebautem Walmdach, das von einem durchlaufenden Gaubenband durchbrochen ist. Haupteingang in Form eines Säulenportals";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19964.jpg"
15113;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Meßtorffweg 8";"ehem. Städtisches Krankenhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15113.jpg"
21391;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mittelstraße 5";"Mietwohnungshaus";"Mietwohnungshaus; 1895; Zimmermeister J. H. Rohweder; dreigeschossiger Bau unter schiefergedecktem Kieler Dach, auffällige Putzfassade in Gestaltungsformen der Renaissance";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21391.jpg"
39916;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Moltkestraße 4 - 6";"Ansgar-Stift: Haupthaus";"Ansgar-Stift: Haupthaus; 1925/26; Ernst Prinz; zweigeschossiger Backsteinbau mit symmetrischer Fassadengestaltung unter ausgebautem Mansarddach mit Gaubenreihe";"Geschichtlich, Künstlerisch, Städtebaulich";"Ansgar-Stift: Haupthaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39916.jpg"
39917;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Moltkestraße 8";"Ansgar-Stift: Pastorat";"Ansgar-Stift: ehem. Pastorat; 1922; Ernst Prinz; eingeschossiger Backsteinbau unter ausgebautem Mansarddach mit Zwerchhaus, zentraler Standerker an der Straßenfassade";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39917.jpg"
15562;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenbrücke 1";"Geschäfts- und Lagerhaus";"Geschäfts- und Lagerhaus, 1949-1951, Otto Lippelt, traufenständiger, dreigeschossiger Backsteinbau unter Satteldach mit Fassadenreliefs und Werksteinskulptur";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15562.jpg"
8909;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenbrücke 4";"Wohn- und Geschäftshaus";"Wohn und Geschäftshaus, 1881 Magnus Schlichting, 1921 Emil Wittig für Eisenwarenhandlung E. Gnutzmann, dreigeschossiger, traufständiger Backsteinbau unter Flachdach mit jüngerer werksteinverblendeter Ladenzone";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8909.jpg"
15564;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenbrücke 8";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus, 1886, Magnus Schlichting, dreigeschossiger Putzbau unter Walmdach mit dreiviertelrund über alle Geschosse ausgebildetem Eckturm";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15564.jpg"
3464;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenbrücke 9";"Fachwerk-Bürgerhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3464.jpg"
9152;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 1";"Wohn- und Geschäftshaus (Mühlenhof 1 und Hinter der Kirche 1)";"Wohn- und Geschäftshaus, 1893/95, Zimmermeister J. H. Rohwedder, dreigeschossiges Eckgebäude in Putz- und Backsteinmauerwerk unter ausgebautem Kieler Dach";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9152.jpg"
15565;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 2 - 4";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; vom Zimmerermeister J. H. Rohweder für den Fabrikanten Franz Rohwer; 1893 bis 1895; dreigeschossiges Eckhaus mit einhüftigem Satteldach und hakenförmig angesetzten Gebäudeflügeln, Eckerker, geschweifte Zwerchhäuser und polygonal eingezogenen Balkonen, Putzfassade mit historistischer Gliederung";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15565.jpg"
15566;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 17";"Zweifamilienwohnhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15566.jpg"
