FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,shop,toilets:wheelchair,wheelchair,osm_id,osm_type,editlink,tutoriallink,building,official_name,source:addr,source:geometry,collection_times,opening_hours,operator,operator:wikidata,brand,brand:wikidata,brand:wikipedia,operator:wikipedia,source,heritage,image,check_date,building:flats,check_date:opening_hours,branch,ref,phone,contact:website,parcel_locker:type,parcel_mail_in,parcel_pickup,surveillance,website,postal_code,not:operator:wikidata,note,created_by,description,email,atm,post_office:type,alt_name,short_name,level,post_office:brand,post_office:letter,post_office:parcel_from,post_office:service_provider,post_office:stamps,ref:deutsche_post,lottery,tenant,fax,update,type,contact:email,payment:cash,payment:credit_cards,payment:debit_cards,wheelchair:description,opening_hours:covid19,indoor,disused:shop,old_name,old_phone,contact:phone,lastcheck,post_office,toys:model_railway,last_check,payment:coins,payment:maestro,payment:notes,internet_access,payment:girocard,object:city,object:country,object:housenumber,object:street,survey:date,fixme,object:postcode,ref:shop:num,refrigerated,colour,packstation_type,addr:floor,dispensing,app_operated,display_operated,label_printer,name:de,start_date,payment:postcard
OSM_MRN_amenity_post_office_4326_Point.110,POINT (8.2684684 49.0883955),,,,,,,post_office,Postfiliale,,,no,2147483647,node,https://www.openstreetmap.org/node/2514826981,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30, Sa 09:00-12:00, Mo,We,Fr 14:30-18:00; PH,Su off",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.111,POINT (8.1762918 49.3650838),,,,,,,post_office,"Deutsche Post AG, Filiale Neustadt an der Weinstraße-Mußbach, Freiherr-von-Stein Straße",,,,2147483647,node,https://www.openstreetmap.org/node/2519711915,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 14:30-17:30; Sa 10:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.112,POINT (8.089023 49.2372714),Böchingen,DE,35,76833,Hauptstraße,,post_office,Scheurich,bakery,,,2147483647,node,https://www.openstreetmap.org/node/2528555750,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,06347919199,,,,,,https://www.baeckerei-scheurich.info/,,,,,,baeckerei.scheurich@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-05,post_partner,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.113,POINT (8.304308 49.37949),,,,,,,post_office,Deutsche Post,,,,2147483647,node,https://www.openstreetmap.org/node/2544323047,https://learnosm.org/de/beginner/,,,,,,"Mo,Tu,Th,Fr 07:00-12:00, 15:00-17:00; We 07:00-12:00; Sa 08:00-13:00",,,,,,,,,,2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.114,POINT (8.292712 49.4589392),,,8,,Schillerstraße,,post_office,Deutsche Post,,,,2147483647,node,https://www.openstreetmap.org/node/2555238137,https://learnosm.org/de/beginner/,,,,,,,"Mo-We, Sa 10:00-12:00; Th, Fr 15:00-17:00",,Deutsche Post,Q157645,en:Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.115,POINT (8.4383745 49.3336818),Speyer,DE,19,67346,Auestraße,,post_office,Post im Kaufland,,,yes,2147483647,node,https://www.openstreetmap.org/node/2576342465,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standorte.deutschepost.de/Standortsuche?standorttyp=filialen_verkaufspunkte&ort=Speyer,,,,,,,,,,,,,,,,,,,,,,,,,,,"ebenerdig, schwellenlos erreichbar, ohne Behinderten WC, ohne Behindertenparkplatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.116,POINT (8.438694 49.3116444),,,,,,,post_office,Berni's,,,,2147483647,node,https://www.openstreetmap.org/node/2576347367,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standorte.deutschepost.de/Standortsuche?standorttyp=filialen_verkaufspunkte&ort=Speyer,,,,,Post im Kiosk am Hesspark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.117,POINT (8.3748325 49.4907561),,DE,11a,,Schillerstraße,,post_office,Engstler + DHL Paketshop,stationery,,,2147483647,node,https://www.openstreetmap.org/node/2607576437,https://learnosm.org/de/beginner/,,,,,,"Mo 07:00-12:30; Tu-Th 07:00-12:30,14:30-18:00; Fr 07:00-18:00; Sa 07:30-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.118,POINT (8.3719289 49.4928737),,,,,,,post_office,Postagentur,,,yes,2147483647,node,https://www.openstreetmap.org/node/2611247237,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.119,POINT (8.5227713 49.2943173),Neulußheim,DE,12,68809,Hockenheimer Straße,,post_office,Elvins Schreib- und Spielwaren,kiosk,,,2147483647,node,https://www.openstreetmap.org/node/2700378500,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-13:00, 14:30-18:00; Sa 09:00-13:00",Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.120,POINT (8.5062869 49.502508),,,20,,Dürkheimer Straße,,post_office,Modellbahntreff Mannheim,toys,,no,2147483647,node,https://www.openstreetmap.org/node/2782934016,https://learnosm.org/de/beginner/,,,,,,"Mo 10:00-13:00; Tu,Th,Fr 10:00-13:00,15:00-18:00; Sa 09:00-13:00; PH off",,,,,,,,,,2025-01-04,,,,,+49 621 738788,,,,,,http://www.modellbahntreff-koenig.de/,,,,,,,,,,Modellbahntreff,0,,,,,,,,,,,,,,,,,,,,Modellbahntreff König,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.121,POINT (8.491015 49.498213),,,,,,,post_office,Nebenius Kiosk,kiosk,,limited,2147483647,node,https://www.openstreetmap.org/node/2802947632,https://learnosm.org/de/beginner/,,,,,,"Mo,We-Fr 06:30-12:00,14:00-18:00; Tu 06:30-13:00; Sa 08:00-13:00",,,,,,,,,https://commons.wikimedia.org/wiki/File:Nebenius_Kiosk_Mannheim-Wohlgelegen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.122,POINT (8.5607051 49.4681346),,,,,,,post_office,Deutsche Post Filiale 509,,,no,2147483647,node,https://www.openstreetmap.org/node/2825964380,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,,,,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.123,POINT (8.4856041 49.5234807),,,,,,,post_office,Deutsche Post,,,yes,2147483647,node,https://www.openstreetmap.org/node/2870128446,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,,,,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.124,POINT (8.577615 49.4414934),,,,,,,post_office,Deutsche Post  DHL,dry_cleaning,,no,2147483647,node,https://www.openstreetmap.org/node/2941450471,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 8:30-12:30;Sa 8:30-12:30,,,,,,,,,,2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.125,POINT (8.5678821 49.5463907),,,,,,,post_office,nordwest Kiosk,newsagent,,yes,2147483647,node,https://www.openstreetmap.org/node/3066386379,https://learnosm.org/de/beginner/,,,,,,,"Mo-Th 6:30-13:00,15:00-18:30;Fr 6:30-18:30;Sa 6:30-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.126,POINT (8.6375946 49.6420972),,,,,,,post_office,DPD Shop,,,,2147483647,node,https://www.openstreetmap.org/node/3076970516,https://learnosm.org/de/beginner/,,,,,,,,,DPD,Q541030,,,,,,,,,,,,,,,,,https://www.dpd.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.127,POINT (8.6335328 49.6418803),,,,,,,post_office,DPD Shop,,,no,2147483647,node,https://www.openstreetmap.org/node/3077022819,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 04:50-12:30, We-Fr 16:00-18:00, Sa 08:00-12:30",Filiale,,DPD,Q541030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.128,POINT (8.6391522 49.6420213),,,,,,,post_office,Hermes Paketshop,,,,2147483647,node,https://www.openstreetmap.org/node/3077022822,https://learnosm.org/de/beginner/,,,,,,,Hermes,Q1613532,Hermes Paketshop,Q1613532,en:Hermes Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.129,POINT (8.4638137 49.4862989),,,,,,,post_office,Nova Post,,,limited,2147483647,node,https://www.openstreetmap.org/node/3229362418,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 08:00-20:00; Sa 09:00-18:00; PH off,Nova Post,Q118613846,,,,,,,,,,,,,,,,,,,https://novapost.com/de-de/departments/1867137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Druckservice Hohmann,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.130,POINT (8.4281156 49.4624527),,,,,,,post_office,Deutsche Post,,,no,2147483647,node,https://www.openstreetmap.org/node/3267312260,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.131,POINT (8.7793533 49.357302),,,,,,,post_office,Hermes,,,yes,2147483647,node,https://www.openstreetmap.org/node/3349892559,https://learnosm.org/de/beginner/,,,,,,"Mo,Tu,Th,Fr 08:30-13:00,14:30-18:00; We,Sa 08:30-13:00",Hermes,Q1613532,,,,,,,,,,,,,,,,,,,,,,,,im Getränke Ziegler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.132,POINT (8.5352659 49.3981816),Brühl,DE,42,68782,Mannheimer Straße,,post_office,Post,,,yes,2147483647,node,https://www.openstreetmap.org/node/3382895648,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30,15:00-18:00;Sa 08:30-12:30;Su,PH off",Deutsche Post AG,,,,,,,,,,,,,536,,,,,,,,,,,,"Little shop inside (""C-fashion""). Also sells stationery, office supplies, ... too.",,,,,,,,,,,,,,,,,,mail@c-fashion.de,,,,,,,,,,+49 6202 1276446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.133,POINT (8.6954501 49.2928117),,,,,,,post_office,Postfiliale 556,,,,2147483647,node,https://www.openstreetmap.org/node/3452613073,https://learnosm.org/de/beginner/,,,,,,mo-fr 5:30-19:00; sa 7:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.134,POINT (8.1829232 49.5573844),Grünstadt,DE,23,67269,Daimlerstraße,,post_office,Postfiliale im Globus-SB-Warenhaus,,yes,yes,2147483647,node,https://www.openstreetmap.org/node/3556493220,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,2023-12-10,,,,,+49 6359 9471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Behindertenparkplatz und -WC vorhanden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.135,POINT (8.9853388 49.3479174),Aglasterhausen,DE,13,74858,Im Oberen Tal,,post_office,Hermes PaketShop,,no,no,2147483647,node,https://www.openstreetmap.org/node/3711005570,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-17:30;Sa,Su,PH off",Hermes Logistik Gruppe Deutschland,,Hermes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.136,POINT (8.3623698 49.4941558),,,,,,,parcel_locker,DHL Packstation 123,,,yes,2147483647,node,https://www.openstreetmap.org/node/3791326912,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,123,,,,yes,yes,,,67071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.137,POINT (8.9756542 49.3258639),Helmstadt-Bargen,,3,74921,Epfenbacher Straße,Helmstadt,post_office,Hermes Paketshop,,,,2147483647,node,https://www.openstreetmap.org/node/3800825714,https://learnosm.org/de/beginner/,,,,,,,Hermes,,,,,,,,,,,,,,,,,,,,,,,,,,,,post_partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.138,POINT (8.5702511 49.2937683),,,,,,,post_office,Postfiliale 540,,,,2147483647,node,https://www.openstreetmap.org/node/3875843763,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post AG,,Deutsche Post;DHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.139,POINT (8.7802261 49.2274869),,,,,,,post_office,Blumen am Schloss,florist,,yes,2147483647,node,https://www.openstreetmap.org/node/3885828689,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,+49 7265 8028,,,,,,https://www.blumenamschloss.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.140,POINT (8.5842271 49.3661124),,,,,,,post_office,Postfiliale + Kiosk,,,,2147483647,node,https://www.openstreetmap.org/node/3924240620,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.141,POINT (8.3623259 49.2075389),,,,,,,post_office,DHL,,,,2147483647,node,https://www.openstreetmap.org/node/3926836594,https://learnosm.org/de/beginner/,,,,,,,,,DHL,Q489815,en:DHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.142,POINT (8.3281693 49.6331636),Worms,,198,67549,Alzeyer Straße,,post_office,Klingler Papier- und Schreibwaren,stationery,,no,2147483647,node,https://www.openstreetmap.org/node/3953178371,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 07:30-12:30, 14:30-17:30; Sa 07:30-12:30",Andreas Finger,,,,,,,,,2024-03-31,,,,,,,,,,,,,,,,Stationery shop with Post office including Postbank services inside,,,,,,0,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.143,POINT (8.4685405 49.4758167),,,,,,,post_office,Tabak Culic,kiosk,,limited,2147483647,node,https://www.openstreetmap.org/node/3955763298,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.144,POINT (8.4877864 49.4650423),,,,,,,parcel_locker,DHL Packstation,,,yes,2147483647,node,https://www.openstreetmap.org/node/3962503369,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,149,,,,yes,,outdoor,,68163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mannheim,DE,136,Neckarauer Straße,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.145,POINT (8.7239193 49.5335739),,,,,,,post_office,Hobby & More,,,,2147483647,node,https://www.openstreetmap.org/node/3996095456,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:30-17:00; Sa 09:00-12:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.146,POINT (8.3209804 49.6111858),,,,,,,post_office,Deutsche Post Filiale,,,yes,2147483647,node,https://www.openstreetmap.org/node/4125460930,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-31,,,,,,,,,,,,,,
