Geografische Koordinaten;ID;Spielgerätename;Spielgeräteart;Stadtbezirk Nr.;Stadtbezirk;Statistischer Bezirk Nr.;Statistischer Bezirk;Unterbezirk Nr.;Unterbezirk;Sozialraum Nr.;Sozialraum;Aktionsraum Nr;Aktionsraum
51.5015871677, 7.4605120187;3555;Doppelschaukel;Rutschen;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5015809995, 7.4604278778;3557;Tischtennisplatte;Tischtennisplatten;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5334420076, 7.6038371889;3561;Tischtennisplatte;Tischtennisplatten;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5334789536, 7.6031637263;3563;Bolzplatztor 1;Bolzplatztore;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5333501479, 7.6033617985;3564;Reifenschwinger;Reifenschwinger;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5335661031, 7.6043096589;3566;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5334653555, 7.6037164871;3567;Doppelschwinger;Reifenschwinger;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5335504692, 7.6040859641;3569;Hangrutsche schmal;Rutschen;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5722976988, 7.5197444877;3572;Doppelschaukel;Schaukeln / Nestschaukeln;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5722299931, 7.5196022856;3573;Sandfläche;Sandspielgeräte;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5722538817, 7.5195877125;3574;Stelzenhaus;Spielhäuser;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5079239252, 7.5108090805;3577;Doppelschaukel;Schaukeln / Nestschaukeln;30;Innenstadt-Ost;080;Westfalendamm;082;Gartenstadt-Nord;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5171465038, 7.3261918993;3590;Seilspielgeräte (z.B. BSF);Seilspielgeräte (z.B. BSF);7;Lütgendortmund;710;Bövinghausen;710;Bövinghausen;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.522313818, 7.4565302768;3592;Streetballkorb;Ballsportanlagen;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.5386920464, 7.4050876926;3595;Sandspieltisch;Sandspielgeräte;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5386637436, 7.4050473542;3596;Sandspieltisch;Sandspielgeräte;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.544115862, 7.4796546008;3598;Klettergerät mit Rutsche;Klettergeräte;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5441196683, 7.4799578463;3600;Tischtennisplatte;Tischtennisplatten;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5028749131, 7.4558635206;3604;Seilspielanlage;Großspielanlagen;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.502920661, 7.4557160532;3605;Spielwand;Kletterwände / Boulderwände;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5248143714, 7.5406634324;3608;Stelzenhaus mit Rutsche;Klettergeräte;3;Brackel;320;Brackel;323;Reichshof;062;Brackel;;
51.5247890344, 7.5407057014;3609;Matschtisch;Sandspielgeräte;3;Brackel;320;Brackel;323;Reichshof;062;Brackel;;
51.5566827067, 7.475766666;3612;Sandspielbagger;Sandspielgeräte;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.4711315591, 7.4846211004;3615;Tor 2;Bolzplatztore;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5239403718, 7.3652231812;3619;Bolzplatztore;Bolzplatztore;8;Huckarde;840;Kirchlinde;841;Kirchlinde-Alt;112;Rahm/Kirchlinde;;
51.5325918297, 7.3957515389;3621;Kletternetz;Klettergeräte;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5324425333, 7.3952088011;3622;Kletterturm;Klettergeräte;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5227527175, 7.3687058217;3624;Klettergerüst mit Rutsche;Klettergeräte;8;Huckarde;840;Kirchlinde;841;Kirchlinde-Alt;112;Rahm/Kirchlinde;;
51.5228557491, 7.3686992866;3625;Sandbagger;Sandspielgeräte;8;Huckarde;840;Kirchlinde;841;Kirchlinde-Alt;112;Rahm/Kirchlinde;;
51.5213637512, 7.5921538627;3627;Balancier-Drache;Balanciergeräte;3;Brackel;310;Asseln;314;Kolonie Holstein;061;Asseln;;
51.5284741242, 7.3970082885;3631;Spielhäuschen;Spielhäuser;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5284895032, 7.3972060389;3633;Sandwerkgerüst;Sandspielgeräte;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5283833178, 7.3965655492;3634;Stehwippe;Wippen;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5284772532, 7.3968458739;3635;Vierfachwippe;Wippen;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5121581871, 7.4546606073;3639;Wippetier pferd;Wippen;10;Innenstadt-West;000;City;003;Cityring-West;011;City;;
51.52084353, 7.4640456973;3644;Doppel-Federwippe;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5024529995, 7.4376778318;3650;Sandspielschiff;Sandspielgeräte;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.5024728298, 7.437730288;3651;Sandspielgeräte;Sandspielgeräte;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.4949684618, 7.4910445561;3652;Bolzplatztor 2;Bolzplatztore;30;Innenstadt-Ost;080;Westfalendamm;083;Westfalendamm-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4722258757, 7.5224272616;3659;Bolzplatztor 2;Bolzplatztore;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4717627958, 7.5223367934;3661;Doppelschaukel;Schaukeln / Nestschaukeln;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4720066811, 7.5224228119;3663;Kletterturm;Klettergeräte;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4721832109, 7.5225521926;3667;Tischtennisplatte 2;Tischtennisplatten;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4718167003, 7.522858909;3668;Wasserspielanlage Pumpe mit Bachlauf;Wasserspielanlagen Pumpen Rinnen;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4610369515, 7.4103473334;3669;Bolzplatztor 1;Bolzplatztore;6;Hombruch;660;Persebeck-Kruckel-Schnee;661;Persebeck;092;Menglinghausen;;
51.4999671304, 7.46353579;3676;Doppelschaukel;Schaukeln / Nestschaukeln;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5000542106, 7.4636149307;3681;Tischtennisplatte;Tischtennisplatten;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5528637792, 7.3629148499;3682;Spielschiff klein;Spieltürme;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5802036517, 7.4591008029;3686;Drehscheibe;Drehteller (Conlastic Schale u. ä. );1;Eving;110;Brechten;111;Brechten-Nord;041;Brechten/Holthausen;;
51.5800631507, 7.459095861;3687;Doppelfederwippe;Wippen;1;Eving;110;Brechten;111;Brechten-Nord;041;Brechten/Holthausen;;
51.5316287531, 7.6143687517;3688;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.5317944641, 7.6142676298;3689;Hangrutsche;Rutschen;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;
51.4619571146, 7.4464962873;3698;Sandspielhaus mit Backtischen;Spielhäuser;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.5116541785, 7.4919715361;3700;Bockrutsche;Rutschen;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.511729013, 7.4920004686;3702;Seilspielgerät;Seilspielgeräte (z.B. BSF);30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5115773613, 7.4912297987;3704;Sandbagger;Sandspielgeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5117092058, 7.4917300012;3707;Wasserspielanlage;Wasserspielanlagen Pumpen Rinnen;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5117373585, 7.4921415126;3708;Vierer-Wippe;Wippen;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5647456784, 7.3924000679;3711;Tischtennisplatten;Tischtennisplatten;9;Mengede;920;Mengede;924;Alte Kolonie;123;Nette;123;Nette
51.447817228, 7.4618274524;3714;Rutsche;Rutschen;6;Hombruch;620;Bittermark;620;Bittermark;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.5077457326, 7.525259157;3720;Matschtisch 1;Motorikspiele;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5077587232, 7.5252153358;3721;Spielhaus;Spielhäuser;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5076705801, 7.5253339194;3722;"Federwippe ""Motorrad""";Wippen;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5557586035, 7.4465799611;3725;Sandspielgerüst;Sandspielgeräte;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II
51.5211362653, 7.5495652262;3729;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;320;Brackel;325;Brackel Hellweg;062;Brackel;;
51.5202031354, 7.5378355155;3742;Holzschiff mit Rutsche u. Balanciertau;Klettergeräte;3;Brackel;320;Brackel;326;Knappschaftskrankenhaus;062;Brackel;;
51.4858315762, 7.5131616527;3747;Sandspielgerät;Sandspielgeräte;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4766426545, 7.6021261883;3749;"Doppelfederwippe ""Classic""";Wippen;4;Aplerbeck;450;Sölderholz;451;Sölderholz;074;Sölde/Sölderholz;;
51.498788393, 7.3603274924;3751;Bolzplatztore;Bolzplatztore;7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;
51.5154938255, 7.5181575634;3752;3er-Reck;Reckstangen;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.4872616834, 7.5121081895;3759;Sandbaustelle;Sandspielgeräte;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.5311849383, 7.534508054;3762;Karussell;Karussels;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;
51.4754893891, 7.4773259457;3772;Wippe Pferd;Wippen;5;Hörde;520;Hacheney;521;Schulzentrum Hacheney;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.528813495, 7.3785530914;3775;Rutsche mit Holzaufgang;Rutschen;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.5286158822, 7.3782159581;3776;Spielschiff groß;Klettergeräte;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.5286485023, 7.3779659599;3780;Nestschaukeln;Schaukeln / Nestschaukeln;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.4999001748, 7.3484673801;3784;Sandspielhäuschen;Spielhäuser;7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;
51.4469390783, 7.4927314631;3788;Sandbaustelle;Sandspielgeräte;5;Hörde;570;Wichlinghofen;570;Wichlinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4470608363, 7.4926183466;3791;Spielturm mit Rutsche;Klettergeräte;5;Hörde;570;Wichlinghofen;570;Wichlinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4469412377, 7.4926493159;3792;Wippetier Elefant;Wippen;5;Hörde;570;Wichlinghofen;570;Wichlinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5473206376, 7.3686713992;3795;Einfachschaukel;Schaukeln / Nestschaukeln;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5199003696, 7.4496214054;3807;Schaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.527623803, 7.5410063332;3811;Hangrutsche;Rutschen;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;
51.5223951573, 7.5446451688;3812;Spielhaus mit Rutsche;Spielhäuser;3;Brackel;320;Brackel;326;Knappschaftskrankenhaus;062;Brackel;;
51.520440102, 7.5041575463;3821;Holzschiff mit Rutsche u. Balanciertau;Klettergeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5204831841, 7.5042883181;3822;Hangrutsche;Rutschen;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5059210493, 7.4621458054;3823;Balanciergerät mit Balanciertau u. Seile;Balanciergeräte;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5400877085, 7.5629227069;3833;Lebendige Wand/ Tastwand;Motorikspiele;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;
51.4970120798, 7.4807667869;3840;Hängematte Corocord;Schaukeln / Nestschaukeln;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4487692769, 7.5231757864;3852;Wippe Schildkröte;Wippen;5;Hörde;540;Holzen;542;Holzen;083;Höchsten/Holzen/Syburg;;
51.456430384, 7.5415437825;3854;Bolzplatztor 1;Bolzplatztore;5;Hörde;540;Holzen;542;Holzen;083;Höchsten/Holzen/Syburg;;
51.456284285, 7.5413035697;3855;Bolzplatztor 2;Bolzplatztore;5;Hörde;540;Holzen;542;Holzen;083;Höchsten/Holzen/Syburg;;
51.4750568743, 7.5145616944;3856;Schaukel;Schaukeln / Nestschaukeln;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4701736984, 7.4182352138;3861;Spielhaus;Spielhäuser;6;Hombruch;690;Menglinghausen;690;Menglinghausen;092;Menglinghausen;;
51.5048148265, 7.5287839104;3863;Drehscheibe;Drehteller (Conlastic Schale u. ä. );4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5535454938, 7.4868261329;3868;Schwingreifen;Schaukeln / Nestschaukeln;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.4716690608, 7.4380399619;3874;Tischtennisplatte;Tischtennisplatten;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.4716750119, 7.4342507514;3875;Hochseilgarten-Anlage;Kletterwände / Boulderwände;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.4922123373, 7.5882157729;3878;Trampolin;Sprunggeräte;4;Aplerbeck;440;Sölde;442;Sölde-Süd;074;Sölde/Sölderholz;;
51.5253298343, 7.4628194252;3881;Stehkreisel;Drehteller (Conlastic Schale u. ä. );20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt
51.4822424745, 7.4039871375;3887;Bolzplatztor 1;Bolzplatztore;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;
51.5391691518, 7.5153335467;3891;Bolzplatztor 2;Bolzplatztore;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;Wambeler Heide
51.5391093102, 7.514987186;3892;Bolzplatztor 1;Bolzplatztore;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;Wambeler Heide
51.4697429945, 7.4903977106;3893;Balanciergarten;Balanciergeräte;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4698113318, 7.4903361055;3895;Kletterrutschkombi;Klettergeräte;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4699728844, 7.4901350747;3896;Sandspielhaus (klein);Spielhäuser;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5527459425, 7.363069767;3901;Schwingtier;Wippen;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.525329801, 7.4790842682;3902;Kletterpfad mit Podesten;Klettergeräte;20;Innenstadt-Nord;060;Borsigplatz;061;Borsigplatz;023;Borsigplatz;023;Borsigplatz
51.5681959379, 7.5122363538;3905;Doppelwippe;Wippen;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5539404079, 7.5368725047;3907;Doppelfederwippe;Wippen;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5323866342, 7.3951379386;3913;Bolzplatztor;Bolzplatztore;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5175501303, 7.5056838642;3918;Tischtennisplatte;Tischtennisplatten;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.4837769625, 7.5585410641;3920;Schaukel;Schaukeln / Nestschaukeln;4;Aplerbeck;410;Aplerbeck;415;Aplerbeck Bahnhof Süd;071;Aplerbeck;;
51.5010143429, 7.5571914996;3925;Bolzplatztor;Bolzplatztore;4;Aplerbeck;410;Aplerbeck;412;Marsbruchstraße;071;Aplerbeck;;
51.5285691872, 7.4647434836;3933;Balancier Spielgerät;Balanciergeräte;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.5256187492, 7.4846450383;3935;Drehkreisel 2;Drehteller (Conlastic Schale u. ä. );20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5531316473, 7.5898866114;3937;Jugendsitz 2;Sitzgelegenheiten;2;Scharnhorst;240;Kurl-Husen;242;Kurl-Süd;052;Husen/Kurl/Lanstrop;;
51.5236896155, 7.359284139;3938;Wippe / Sandwaage;Wippen;8;Huckarde;840;Kirchlinde;842;Siedlung Siepmannstraße;112;Rahm/Kirchlinde;;
51.547200785, 7.3796779186;3940;Doppelschaukel;Schaukeln / Nestschaukeln;9;Mengede;960;Westerfilde;960;Westerfilde;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.510040326, 7.4476432751;3942;Großspielanlage mit Rutsche;Großspielanlagen;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5279361305, 7.4702169847;3949;Bolzplatztor mit Streetballkorb 2;Ballsportanlagen;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.5276064162, 7.4705389735;3950;Streetballkorb;Ballsportanlagen;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.5317964805, 7.4543862347;3953;Fußballtor 1;Ballsportanlagen;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5319504842, 7.4543951434;3954;Fußballtor 2;Ballsportanlagen;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5084870097, 7.4495632603;3955;Stehwippe;Wippen;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5722141072, 7.5197968701;3956;Hangrutsche;Rutschen;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.4972494227, 7.4807828216;3957;Doppelwippe;Wippen;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5801080016, 7.4589464971;3965;Kletterelemente 2;Klettergeräte;1;Eving;110;Brechten;111;Brechten-Nord;041;Brechten/Holthausen;;
51.5729989708, 7.4683614015;3968;Wasserspielanlage;Wasserspielanlagen Pumpen Rinnen;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.55364814, 7.4874918688;3969;Drehkreisel 2;Drehteller (Conlastic Schale u. ä. );1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.502998071, 7.333997848;3971;Rutsche in Feinsandkiste;Rutschen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5116804664, 7.445641516;3974;Spielwand im Sand;Sandspielgeräte;10;Innenstadt-West;020;Dorstfelder Brücke;022;Dorstfelder Brücke;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5231243989, 7.4646837691;3975;Sandspielgerät mit Rutsche;Rutschen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5516771628, 7.4646052679;3976;Sandtisch mit Sieb;Sandspielgeräte;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5305324655, 7.4611291787;3978;Wipptier Schildkröte;Wippen;20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt
51.5158642201, 7.5050360062;3979;Doppelwippe;Wippen;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5250121995, 7.4848462838;3980;Wippe 1;Wippen;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5251053421, 7.4850577382;3981;Wippe 2;Wippen;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.4937358271, 7.5582878556;3982;"Doppelwippe ""altus 2 Blüte""";Wippen;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.4936905416, 7.5579559011;3983;"Doppelwippe ""Entenspiel""";Wippen;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.5167435305, 7.5201153988;3989;"Federwippe ""Motorrad mit Beiwagen""";Wippen;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.5281854194, 7.5826038323;3991;"Federwippe ""Traktor""";Wippen;3;Brackel;310;Asseln;312;Asseln Dorf;061;Asseln;;
51.5316298617, 7.5354224921;3993;Basketballkorb;Ballsportanlagen;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;
51.515529485, 7.5601498112;3996;3er-Reck;Reckstangen;3;Brackel;320;Brackel;328;Funkturmsiedlung;062;Brackel;;
51.5155192102, 7.56003619;3999;Kletternetz;Klettergeräte;3;Brackel;320;Brackel;328;Funkturmsiedlung;062;Brackel;;
51.496578929, 7.480885468;4002;Drehscheibe Hypnose;Gurtsteg / Mattenschwinger;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4995245515, 7.5055575622;4005;Sitzgelegenheit Hof Süd 6;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4992963777, 7.5049802161;4008;Sitzgelegenheit Hof Süd 11;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4971475348, 7.480942898;4009;Sitzkreisel;Gurtsteg / Mattenschwinger;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4971857107, 7.4808530959;4013;Sandkasten;Sandspielgeräte;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5026708263, 7.336767645;4014;Drehteller;Drehteller (Conlastic Schale u. ä. );7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.51738206, 7.3592254814;4015;Kletterwand;Kletterwände / Boulderwände;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.4548720409, 7.4138246478;4023;Balanciergerät;Balanciergeräte;6;Hombruch;660;Persebeck-Kruckel-Schnee;662;Kruckel;092;Menglinghausen;;
51.4548589298, 7.4138867299;4025;Tischtennisplatte;Tischtennisplatten;6;Hombruch;660;Persebeck-Kruckel-Schnee;662;Kruckel;092;Menglinghausen;;
51.5366794813, 7.4496079774;4026;Skateelement;Skateelemente;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5362687894, 7.4489866895;4027;Boulevardschaukel 2;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5362259367, 7.4487327361;4028;Boulevardschaukel 1;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
