FID,geom,name,shop,osm_id,osm_type,editlink,tutoriallink,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,building,opening_hours,amenity,check_date,cuisine,heritage,historic,image,operator,phone,website,wheelchair,addr:suburb,source,internet_access,building:levels,fax,roof:shape,contact:email,contact:fax,contact:phone,contact:website,description,disused:opening_hours,diet:halal,diet:kosher,level,currency:eur,payment:credit_cards,payment:debit_cards,second_hand,stroller,surveillance,email,source:addr,source:geometry,building:colour,delivery:covid19,roof:colour,roof:levels,roof:material,takeaway:covid19,source:address,check_date:opening_hours,opening_hours:signed,toilets:wheelchair,building:part,indoor,wikidata,wheelchair:description,opening_hours:kitchen,old_name,old_website,wikimedia_commons,opening_hours:url,organic,lastcheck,last_check,contact:facebook,roof:height,payment:cash,butcher,information,tourism,source:date,ref:vatin,closed,note,mobile,website:orders,payment:cards
OSM_MRN_shop_butcher_4326_Point.243,POINT (8.402148 49.52324),Biometzgerei Micol,butcher,2147483647,node,https://www.openstreetmap.org/node/5195543799,https://learnosm.org/de/beginner/,Ludwigshafen am Rhein,,65,67069,Edigheimer Straße,,Tu-Fr 08:00-12:30; Tu 14:30-18:00; Th-Fr 14:30-18:00; Sa 07:30-13:00,,,,,,,,+49 621 654653,https://www.bio-metzgerei-micol.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.244,POINT (8.6078981 49.2903368),Spanferkel Pichler,butcher,2147483647,node,https://www.openstreetmap.org/node/5205928332,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://www.spanferkel-pichler.de/48/Angebote.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.245,POINT (8.1297813 49.2598765),Metzgerei Heinz Weber,butcher,2147483647,node,https://www.openstreetmap.org/node/5219403880,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.246,POINT (8.5674765 49.6516874),Metzgerei Doll,butcher,2147483647,node,https://www.openstreetmap.org/node/5342468374,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 07:30-18:00; Sa 07:00-12:30,,,,,,,,+49 6251 52434,https://dolls-metzgerei.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.247,POINT (8.4723419 49.7158052),Metzgerei Doll,butcher,2147483647,node,https://www.openstreetmap.org/node/5382741410,https://learnosm.org/de/beginner/,Groß-Rohrheim,DE,21,68649,Kornstraße,,Mo-Fr 7:30-18:00; Sa 7:00-12:30,,,,,,,,+49 6245 7047,https://dolls-metzgerei.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.248,POINT (9.0935053 49.3526026),Wilder Mann,butcher,2147483647,node,https://www.openstreetmap.org/node/5385337176,https://learnosm.org/de/beginner/,,,,,,,"Mo-Th 11:00-22:00; Fr,Sa off",restaurant,,,,,,,+49 6261 97510,https://www.wilder-mann-obrigheim.de/wp/startseite/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.249,POINT (8.1718647 49.2350665),Metzgerei Herbert Weber,butcher,2147483647,node,https://www.openstreetmap.org/node/5395335830,https://learnosm.org/de/beginner/,Essingen,,8,76879,Dalbergstraße,,,,,,,,,Inhaber: Herbert Weber,+49 6347 2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.250,POINT (8.1633608 49.2358735),Metzgerei Frech,butcher,2147483647,node,https://www.openstreetmap.org/node/5395534066,https://learnosm.org/de/beginner/,Essingen,,,76879,Raiffeisenstraße,,Mo-Fr 06:30-18:30; Sa 06:30-12:30,,,,,,,Helmut Frech,+49 6347 2472,https://metzgereifrech.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.251,POINT (8.0756016 49.2489451),Landmetzgerei Argus,butcher,2147483647,node,https://www.openstreetmap.org/node/5604024164,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 10:00-18:00; Sa,Su 09:00-20:00",,,,,,,,,,,,https://www.landmetzgerei-argus.de/,,,,,landmetzgerei-argus@web.de,+49 6345 918759,+49 6345 918757,https://www.landmetzgerei-argus.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-06,,,,,,
OSM_MRN_shop_butcher_4326_Point.252,POINT (8.7453536 49.5913311),Landmetzgerei GmbH & Co. KG,butcher,2147483647,node,https://www.openstreetmap.org/node/5634190954,https://learnosm.org/de/beginner/,Mörlenbach,DE,1,69509,Langklingerhof,,,,,,,,,Ingrid Wolff & Hermann Wagner,+49 6209 1691,https://langklingerhof.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.253,POINT (8.5596693 49.2964331),Maier R + M Fleischereibedarf GmbH,butcher,2147483647,node,https://www.openstreetmap.org/node/5676120829,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,http://maier-fleischereibedarf.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.254,POINT (8.7570879 49.4183589),Gassert,butcher,2147483647,node,https://www.openstreetmap.org/node/5923097627,https://learnosm.org/de/beginner/,,,,,,,"Tu-Sa 08:00-13:00, Tu,Th,Fr 15:00-18:00",,,,,,,,,,limited,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.255,POINT (8.1914646 49.081015),Metzgerei Wenz,butcher,2147483647,node,https://www.openstreetmap.org/node/5969548153,https://learnosm.org/de/beginner/,Kandel,,36,76870,Hauptstraße,,"Mo-Sa 09:00-13:00, Mo-Fr 14:30-18:30",,,,,,,Joachim Wenz,,,,,,,,,,,,,https://www.metzgerei-wenz.de/,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.256,POINT (8.0568264 49.2286396),Rummel,butcher,2147483647,node,https://www.openstreetmap.org/node/5982654585,https://learnosm.org/de/beginner/,Frankweiler,,20,76833,Bergbornstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
OSM_MRN_shop_butcher_4326_Point.257,POINT (8.5495736 49.3194789),Ferkelbraterei Hockenheim,butcher,2147483647,node,https://www.openstreetmap.org/node/5995686876,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://www.ferkelbratereien.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.258,POINT (8.5449071 49.318572),Metzgerei Hauser,butcher,2147483647,node,https://www.openstreetmap.org/node/5996210161,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 08:00-18:30, Sa 07:00-13:00",,,,,,,,,https://hauser-metzgerei.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.259,POINT (8.5544105 49.312934),Metzgerei Hauser,butcher,2147483647,node,https://www.openstreetmap.org/node/5996210162,https://learnosm.org/de/beginner/,,,,,,,"Mo-We 08:00-13:00, 15:00-18:30, Th,Fr 08:00-18:30, Sa 07:00-13:00",,,,,,,,,https://hauser-metzgerei.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.260,POINT (8.0799709 49.1803989),Metzgerei Joachim,butcher,2147483647,node,https://www.openstreetmap.org/node/6004325277,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.261,POINT (8.5794734 49.385083),Metzgerei Gieße,butcher,2147483647,node,https://www.openstreetmap.org/node/6278351812,https://learnosm.org/de/beginner/,Schwetzingen,DE,6,68723,Kurfürstenstraße,,Mo-Fr 07:00-18:00; We 07:00-14:00; Sa 07:00-12:30,,,,,,,,,http://www.metzgerei-giesse.de/,yes,,,,,,,,,+49 6202 53232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.262,POINT (7.954521 49.0463935),Katus,butcher,2147483647,node,https://www.openstreetmap.org/node/6308594556,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.263,POINT (8.235138 49.192073),Landmetzgerei Roland Benz,butcher,2147483647,node,https://www.openstreetmap.org/node/6699996006,https://learnosm.org/de/beginner/,Ottersheim bei Landau,,22,76879,Lange Straße,,"Mo-Th 09:30-12:30; Fr 07:30-12:30,14:30-18:30; Sa 07:30-12:30",,,,,,,Roland Benz,+49 6348 959850,https://www.landmetzgerei-benz.de/,,,,,,+49 6348 972907,,,,,,,,,,,,,,,,,info@landmetzgerei-benz.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.264,POINT (8.3516299 49.5469229),Metzgerei Zeiss,butcher,2147483647,node,https://www.openstreetmap.org/node/6763289887,https://learnosm.org/de/beginner/,,,109,,Wormser Straße,,Mo-Sa 07:00-22:00,,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.265,POINT (8.7801535 49.3519771),Müller,butcher,2147483647,node,https://www.openstreetmap.org/node/6785662249,https://learnosm.org/de/beginner/,Bammental,DE,13,69245,Industriestraße,,Tu-Fr 06:30-12:30; Sa 07:30-12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.266,POINT (9.203334 49.5346442),Hauk,butcher,2147483647,node,https://www.openstreetmap.org/node/6799878586,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 07:00-18:00;Sa 07:00-12:30,,,,,,,,,https://www.metzgerei-hauk.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q111308694,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.267,POINT (8.7968675 49.3947011),Krauss,butcher,2147483647,node,https://www.openstreetmap.org/node/6862980416,https://learnosm.org/de/beginner/,Neckargemünd,,73,69151,Hauptstraße,,Mo-Fr 08:00-17:00; Sa 08:00-13:00,,2024-10-01,,,,,,,https://www.metzgerei-krauss.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aktuell lt Aushang verkürzte Öffnungszeiten 8-17 Uhr,,,
OSM_MRN_shop_butcher_4326_Point.268,POINT (8.2666128 49.3580694),Metzgerei Hauck,butcher,2147483647,node,https://www.openstreetmap.org/node/6882581585,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.269,POINT (7.9356585 49.3515645),"Metzgerei ""Zum Rehfelsen""",butcher,2147483647,node,https://www.openstreetmap.org/node/7198144335,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,Benjamin Eser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.270,POINT (8.8781991 49.2470175),Bräunling,butcher,2147483647,node,https://www.openstreetmap.org/node/7417228091,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.271,POINT (8.8547506 49.5965329),Müller,butcher,2147483647,node,https://www.openstreetmap.org/node/7764544797,https://learnosm.org/de/beginner/,Wald-Michelbach,DE,34,69483,Hauptstraße Nord,,,,,,,,,,,,,Affolterbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.272,POINT (8.6736532 49.3740775),Werz,butcher,2147483647,node,https://www.openstreetmap.org/node/7765135258,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.273,POINT (8.9543778 49.26436),Vogt Siegfried Hofmetzgerei,butcher,2147483647,node,https://www.openstreetmap.org/node/7780934631,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 7261 97 85 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.274,POINT (8.4376287 49.3195551),Pferdemetzgerei Stamm,butcher,2147483647,node,https://www.openstreetmap.org/node/7947342058,https://learnosm.org/de/beginner/,Speyer,DE,17,67346,Lauergasse,,"Th-Fr 08:00-18:00, Sa-We,PH off",,,,,,,,,,,,,,,,,info@pferdemetzgerei-stamm.de,,+49 6232 75368,https://www.pferdemetzgerei-stamm.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.275,POINT (8.2395422 49.2845678),Metzgerei Staub,butcher,2147483647,node,https://www.openstreetmap.org/node/8337518017,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.276,POINT (8.470115 49.5940417),Doll's Metzgerei,butcher,2147483647,node,https://www.openstreetmap.org/node/8457628682,https://learnosm.org/de/beginner/,Lampertheim,DE,36,68623,Wilhelmstraße,,Mo-Fr 07:00-18:00; Sa 07:00-13:00,,2024-10-13,,,,,,,https://dolls-metzgerei.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.277,POINT (8.4790058 49.6396054),Metzgerei Kipfstuhl,butcher,2147483647,node,https://www.openstreetmap.org/node/8943487230,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6206 6332,https://www.kipfstuhl-bürstadt.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.278,POINT (8.6421599 49.3030385),Metzgerei Pütz,butcher,2147483647,node,https://www.openstreetmap.org/node/8945880053,https://learnosm.org/de/beginner/,Walldorf,DE,4a,69190,Hauptstraße,,,,2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.279,POINT (8.4668715 49.643384),Metzgerei Doll,butcher,2147483647,node,https://www.openstreetmap.org/node/8956107684,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.280,POINT (8.1024554 49.2996447),Landmetzgerei Frank Schreieck,butcher,2147483647,node,https://www.openstreetmap.org/node/9103369926,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6323 9492934,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.281,POINT (8.167606 49.4598829),Spezialitätenmetzgerei Tempel,butcher,2147483647,node,https://www.openstreetmap.org/node/9396416114,https://learnosm.org/de/beginner/,Bad Dürkheim,DE,11,67098,Leiningerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.282,POINT (8.4302511 49.3165971),Metzgerei Vogt,butcher,2147483647,node,https://www.openstreetmap.org/node/9396950357,https://learnosm.org/de/beginner/,Speyer,DE,10,67346,Gilgenstraße,,Mo-Fr 07:00-18:00; Sa 07:00-13:00,,2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.283,POINT (8.9870081 49.4739844),Bräunling,butcher,2147483647,node,https://www.openstreetmap.org/node/9460514292,https://learnosm.org/de/beginner/,,,,,,,Mo-Sa 07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.284,POINT (8.3837755 49.63948),Lammtheke,butcher,2147483647,node,https://www.openstreetmap.org/node/9482031248,https://learnosm.org/de/beginner/,Lampertheim,DE,72,68623,Hofheimer Straße,,"Th,Sa 09:00-14:00; Fr 09:00-18:00",,,,,,,,+49 6241 26392,,yes,Rosengarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,+49 172 9658362,,
OSM_MRN_shop_butcher_4326_Point.285,POINT (8.0815092 49.137162),Metzgerei Wilhelm Wüst,butcher,2147483647,node,https://www.openstreetmap.org/node/9670142511,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.286,POINT (8.1842882 49.6061401),Landmetzgerei Born,butcher,2147483647,node,https://www.openstreetmap.org/node/9685139914,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.287,POINT (8.3238366 49.5603201),Schwind,butcher,2147483647,node,https://www.openstreetmap.org/node/9958815207,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.288,POINT (8.3650771 49.6317555),Globus Fach­metz­ge­rei & Grill,butcher,2147483647,node,https://www.openstreetmap.org/node/9981399792,https://learnosm.org/de/beginner/,,,,,,,Mo-Sa 09:00-20:00,,2025-02-11,,,,,GLOBUS Markthallen Holding GmbH & Co. KG,,,yes,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.289,POINT (9.3925796 49.3966384),Metzgerei Eberle,butcher,2147483647,node,https://www.openstreetmap.org/node/10716388252,https://learnosm.org/de/beginner/,,,,,,,Mo-Sa 07:00-20:00,,,,,,,,,,yes,,,,,,,gerolf@partyservice-eberle.de,,+49 6291 648889,http://www.partyservice-eberle.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.290,POINT (8.473565 49.5182597),Metzgerei Grosse,butcher,2147483647,node,https://www.openstreetmap.org/node/10887727082,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://metzgerei-grosse.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.291,POINT (8.1612473 49.3398564),Globus Metzgergrill,butcher,2147483647,node,https://www.openstreetmap.org/node/11150464051,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.292,POINT (8.6868667 49.4261626),Jürgen Müssig  Fleischereifachgeschäft GmbH,butcher,2147483647,node,https://www.openstreetmap.org/node/11280121735,https://learnosm.org/de/beginner/,Heidelberg,,55,69121,Steubenstraße,,"Mo-Fr 08:30-13:00,15:00-17:30; Sa 07:30-12:00",,,,,,,,+49 6221 480289,http://www.muessig-hd.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.293,POINT (8.3546825 49.444831),Metzgerei Baumgärtner,butcher,2147483647,node,https://www.openstreetmap.org/node/11286260089,https://learnosm.org/de/beginner/,Mutterstadt,,27,67112,Oggersheimer Straße,,"Mo,Tu,Th,Fr 07:30-13:00,14:30-18:30; We 07:30-13:00; Sa 06:30-13:00",,,,,,,Andreas Baumgärtner,,https://www.meistermetzgerei-baumgaertner.de/,,,,,,,,info@meistermetzgerei-baumgaertner.de,,+49 6234 7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.meistermetzgerei-baumgaertner.de/01wurst-online-bestellen.html,
OSM_MRN_shop_butcher_4326_Point.294,POINT (8.3573348 49.6340996),Kaltenborn,butcher,2147483647,node,https://www.openstreetmap.org/node/11368178717,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 06:00-17:00; Sa 08:00-13:00,,2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.295,POINT (8.2793038 49.1937467),Metzgerei A. Birkel,butcher,2147483647,node,https://www.openstreetmap.org/node/11466461552,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.296,POINT (8.3320262 49.6543114),Reichling,butcher,2147483647,node,https://www.openstreetmap.org/node/11773948686,https://learnosm.org/de/beginner/,Worms,,69,67550,Herrnsheimer Hauptstraße,,"Mo-Fr 08:00-12:30,14:30-18:00; Sa 07:30-12:30",,2025-03-18,,,,,,,,,Herrnsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.297,POINT (8.2241832 49.1489674),Metzgerei Flick,butcher,2147483647,node,https://www.openstreetmap.org/node/11805049638,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.298,POINT (8.9103934 49.2393633),Metzgerei Rüdiger Pysk GmbH,butcher,2147483647,node,https://www.openstreetmap.org/node/11953416407,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+4972612042,http://www.metzgerei-pyck.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.299,POINT (8.1787527 49.4380138),Bergold,butcher,2147483647,node,https://www.openstreetmap.org/node/12013217771,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.300,POINT (8.3588432 49.586708),Hällmeyer,butcher,2147483647,node,https://www.openstreetmap.org/node/12104738208,https://learnosm.org/de/beginner/,,,,,,,,,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.301,POINT (9.2643681 49.5803821),Metzgerei Baumann,butcher,2147483647,node,https://www.openstreetmap.org/node/12174514257,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.302,POINT (8.3565835 49.6242955),Reichling,butcher,2147483647,node,https://www.openstreetmap.org/node/12288016258,https://learnosm.org/de/beginner/,,,79,,Speyerer Straße,,Tu-Fr 07:00-13:00; Sa 07:00-12:30,,2024-10-25,,,,,,,,no,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,no
OSM_MRN_shop_butcher_4326_Point.303,POINT (9.2684436 49.4307518),Knotz,butcher,2147483647,node,https://www.openstreetmap.org/node/12292661223,https://learnosm.org/de/beginner/,,,,,,,Sa 08:00-12:00,,,,,,,,,https://knotz-schefflenz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.304,POINT (8.3587459 49.624965),Erich Zeiss,butcher,2147483647,node,https://www.openstreetmap.org/node/12293469868,https://learnosm.org/de/beginner/,,,8,,Schönauer Straße,,,,2024-10-28,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.305,POINT (8.1273039 49.2794823),Mäusleins Fleisch- & Wurstlädchen,butcher,2147483647,node,https://www.openstreetmap.org/node/12320350093,https://learnosm.org/de/beginner/,Edenkoben,,13,67480,Tanzstraße,,,,,,,,,,,,,,,,,,,Michaelmm1@web.de,,+49 6323 4135,https://weinstube-mäuslein.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.306,POINT (8.6537691 49.4706954),Miltner,butcher,2147483647,node,https://www.openstreetmap.org/node/12382342981,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 08:00-13:00,15:00-18:00; Sa 07:30-12:30; We off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
