GENESIS-Tabelle: 31111-03-02-5-B
Genehmigungen für Wohnungen in Wohn- und Nichtwohngebäuden nach Zahl der Räume  - Jahressumme - regionale Ebenen;;;;;;
Statistik der Baugenehmigungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
Jahr: 2008;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
09187157;Oberaudorf;10;0;1;3;6
09187159;Pfaffing;11;0;5;1;5
09187162;Prien a.Chiemsee, M;79;0;20;39;20
09187163;Prutting;16;2;0;3;11
09187164;Ramerberg;10;1;1;0;8
09187165;Raubling;18;0;2;4;12
09187167;Riedering;22;0;2;4;16
09187168;Rimsting;19;4;6;4;5
09187169;Rohrdorf;16;1;0;7;8
09187170;Rott a.Inn;4;0;0;0;4
09187172;Samerberg;16;1;3;2;10
09187173;Schonstett;16;0;8;4;4
09187174;Söchtenau;3;0;1;0;2
09187176;Soyen;24;1;4;7;12
09187177;Stephanskirchen;155;71;37;29;18
09187179;Tuntenhausen;26;0;4;8;14
09187181;Vogtareuth;3;0;0;1;2
09187182;Wasserburg a.Inn, St;12;0;3;4;5
09187186;Albaching;2;0;0;1;1
09187444;Gemfr. Geb. Rosenheim;-;0;0;0;0
09187451;Rotter Forst-Nord;-;-;-;-;-
09187452;Rotter Forst-Süd;-;-;-;-;-
09188113;Berg;29;1;7;-1;22
09188117;Andechs;6;0;2;0;4
09188118;Feldafing;12;2;0;1;9
09188120;Gauting;109;21;27;21;40
09188121;Gilching;51;2;19;10;20
09188124;Herrsching a.Ammersee;54;8;17;5;24
09188126;Inning a.Ammersee;17;1;3;6;7
09188127;Krailling;17;2;0;7;8
09188132;Seefeld;12;0;3;-1;10
09188137;Pöcking;12;0;-1;0;13
09188139;Starnberg, St;40;2;6;2;30
09188141;Tutzing;33;4;4;5;20
09188144;Weßling;20;11;2;0;7
09188145;Wörthsee;24;1;1;5;17
09188444;Gemfr. Geb. Starnberg;-;0;0;0;0
09188451;Starnberger See;-;-;-;-;-
09189111;Altenmarkt a.d.Alz;7;0;2;0;5
09189113;Bergen;7;0;0;2;5
09189114;Chieming;7;0;-1;2;6
09189115;Engelsberg;4;0;2;0;2
09189118;Fridolfing;9;0;3;0;6
09189119;Grabenstätt;10;-1;2;2;7
09189120;Grassau, M;6;1;1;1;3
09189124;Inzell;21;9;5;-1;8
09189126;Kienberg;2;1;0;0;1
09189127;Kirchanschöring;6;0;1;0;5
09189129;Marquartstein;3;0;0;-1;4
09189130;Nußdorf;4;1;1;0;2
09189133;Obing;9;1;1;3;4
09189134;Palling;15;0;0;3;12
09189135;Petting;5;0;-1;3;3
09189137;Pittenhart;4;-1;0;1;4
09189139;Reit im Winkl;6;4;0;2;0
09189140;Ruhpolding;12;1;3;0;8
09189141;Schleching;3;0;0;0;3
09189142;Schnaitsee;10;1;2;1;6
09189143;Seeon-Seebruck;8;0;0;3;5
09189145;Siegsdorf;10;0;1;4;5
09189146;Staudach-Egerndach;-;0;0;0;0
09189148;Surberg;2;0;0;-1;3
09189149;Tacherting;3;0;0;0;3
09189150;Taching a.See;5;0;1;1;3
09189152;Tittmoning, St;3;0;1;0;2
09189154;Traunreut, St;21;0;3;2;16
09189155;Traunstein, GKSt;50;10;7;0;33
09189157;Trostberg, St;12;0;0;4;8
09189159;Übersee;5;0;-1;-2;8
09189160;Unterwössen;8;1;-1;1;7
09189161;Vachendorf;4;0;0;2;2
09189162;Waging a.See, M;19;2;2;0;15
09189165;Wonneberg;7;0;4;3;0
09189444;Gemfr. Geb. Traunstein;-;0;0;0;0
09189451;Chiemsee (See);-;-;-;-;-
09189452;Waginger See;-;-;-;-;-
09190111;Altenstadt;9;6;0;1;2
09190113;Antdorf;13;2;0;2;9
09190114;Bernbeuren;6;0;0;2;4
09190115;Bernried am Starnberger See;1;0;0;0;1
09190117;Böbing;2;0;0;0;2
09190118;Burggen;4;1;0;0;3
09190120;Eberfing;8;1;1;1;5
09190121;Eglfing;3;0;0;0;3
09190126;Habach;3;0;0;0;3
09190129;Hohenfurch;7;0;2;0;5
09190130;Hohenpeißenberg;5;0;-1;-1;7
09190131;Huglfing;18;1;0;0;17
09190132;Iffeldorf;4;0;0;0;4
09190133;Ingenried;3;0;0;0;3
09190135;Oberhausen;4;0;0;1;3
09190136;Obersöchering;6;3;0;1;2
09190138;Pähl;3;0;0;0;3
09190139;Peißenberg, M;23;3;4;2;14
09190140;Peiting, M;22;8;1;4;9
09190141;Penzberg, St;63;6;10;15;32
09190142;Polling;6;0;1;0;5
09190143;Prem;-;0;0;0;0
09190144;Raisting;1;0;1;0;0
09190145;Rottenbuch;4;0;1;1;2
09190148;Schongau, St;5;-3;1;1;6
09190149;Schwabbruck;1;0;0;0;1
09190151;Schwabsoien;9;0;1;0;8
09190152;Seeshaupt;18;2;3;3;10
09190153;Sindelsdorf;3;0;1;-1;3
09190154;Steingaden;7;0;1;1;5
09190157;Weilheim i.OB, St;48;8;13;-1;28
09190158;Wessobrunn;11;1;0;1;9
09190159;Wielenbach;20;1;3;2;14
09190160;Wildsteig;2;0;0;0;2
09261000;Landshut;273;29;60;58;126
09262000;Passau;97;7;0;28;62
09263000;Straubing;122;13;-6;36;79
09271111;Aholming;5;0;0;0;5
09271113;Auerbach;6;0;0;0;6
09271114;Außernzell;2;0;0;0;2
09271116;Bernried;8;0;0;-1;9
09271118;Buchhofen;1;0;0;0;1
09271119;Deggendorf, GKSt;139;18;31;19;71
09271122;Grafling;2;0;0;-1;3
09271123;Grattersdorf;3;0;0;0;3
09271125;Hengersberg, M;16;0;0;0;16
09271126;Hunding;1;0;0;-1;2
09271127;Iggensbach;3;0;0;0;3
09271128;Künzing;3;0;0;0;3
09271130;Lalling;4;0;1;1;2
09271132;Metten, M;16;1;0;1;14
09271135;Moos;7;0;1;1;5
09271138;Niederalteich;2;0;0;0;2
09271139;Oberpöring;1;0;0;0;1
09271140;Offenberg;4;0;0;0;4
09271141;Osterhofen, St;26;3;0;5;18
09271143;Otzing;6;0;0;1;5
09271146;Plattling, St;69;13;5;10;41
09271148;Schaufling;5;1;0;0;4
09271149;Schöllnach, M;8;0;0;0;8
09271151;Stephansposching;8;2;0;2;4
09271152;Wallerfing;3;0;0;0;3
09271153;Winzer, M;5;0;0;2;3
09272116;Eppenschlag;1;0;0;0;1
09272118;Freyung, St;10;1;-1;8;2
09272119;Fürsteneck;1;0;0;0;1
09272120;Grafenau, St;4;1;0;-1;4
09272121;Grainet;12;1;3;-2;10
09272122;Haidmühle;4;0;0;0;4
09272126;Hinterschmiding;5;0;2;1;2
09272127;Hohenau;5;0;1;0;4
09272128;Innernzell;5;0;0;0;5
09272129;Jandelsbrunn;7;0;0;0;7
09272134;Mauth;4;2;1;2;-1
09272136;Neureichenau;12;0;-1;4;9
09272138;Perlesreut, M;8;0;2;1;5
09272139;Philippsreut;2;0;0;1;1
09272140;Ringelai;2;0;0;1;1
09272141;Röhrnbach, M;3;0;-1;1;3
09272142;Saldenburg;2;0;0;0;2
09272143;Sankt Oswald-Riedlhütte;5;1;3;0;1
09272145;Schöfweg;3;2;0;-1;2
09272146;Neuschönau;3;0;1;1;1
09272147;Schönberg, M;3;0;0;-2;5
09272149;Spiegelau;6;2;0;0;4
09272150;Thurmansbang;5;0;0;2;3
09272151;Waldkirchen, St;14;-1;2;0;13
09272152;Zenting;2;0;0;0;2
09272444;Gemfr. Geb. Freyung-Grafenau;-;0;0;0;0
09272451;Annathaler Wald;-;-;-;-;-
09272452;Frauenberger u. Duschlberger Wald;-;-;-;-;-
09272453;Graineter Wald;-;-;-;-;-
09272455;Leopoldsreuter Wald;-;-;-;-;-
09272456;Mauther Forst;-;-;-;-;-
09272457;Philippsreuter Wald;-;-;-;-;-
09272458;Pleckensteiner Wald;-;-;-;-;-
09272459;Sankt Oswald;-;-;-;-;-
09272460;Schlichtenberger Wald;-;-;-;-;-
09272461;Schönbrunner Wald;-;-;-;-;-
09272463;Waldhäuserwald;-;-;-;-;-
09273111;Abensberg, St;25;1;-1;0;25
09273113;Aiglsbach;1;0;0;0;1
09273115;Attenhofen;2;0;0;0;2
09273116;Bad Abbach, M;31;6;9;0;16
09273119;Biburg;2;0;0;0;2
09273121;Essing, M;2;0;0;1;1
09273125;Hausen;2;0;0;0;2
09273127;Herrngiersdorf;5;1;0;0;4
09273133;Ihrlerstein;9;1;0;2;6
09273137;Kelheim, St;23;0;1;1;21
09273139;Kirchdorf;-;0;0;0;0
09273141;Langquaid, M;17;6;1;0;10
09273147;Mainburg, St;61;28;12;0;21
09273152;Neustadt a.d.Donau, St;50;10;12;11;17
09273159;Painten, M;3;1;1;0;1
09273163;Elsendorf;2;0;0;0;2
09273164;Riedenburg, St;7;0;0;1;6
09273165;Rohr i.NB, M;7;2;0;0;5
09273166;Saal a.d.Donau;12;2;3;2;5
09273172;Siegenburg, M;10;1;0;1;8
09273175;Teugn;4;0;0;0;4
09273177;Train;8;0;0;0;8
09273178;Volkenschwand;11;1;0;3;7
09273181;Wildenberg;6;0;1;0;5
09273444;Gemfr. Geb. Kelheim;-;0;0;0;0
09273451;Dürnbucher Forst;-;-;-;-;-
09273452;Frauenforst;-;-;-;-;-
09273453;Hacklberg;-;-;-;-;-
09273454;Hienheimer Forst;-;-;-;-;-
09274111;Adlkofen;10;0;0;1;9
09274112;Aham;6;0;0;0;6
09274113;Altdorf, M;22;4;2;5;11
09274114;Altfraunhofen;2;0;0;0;2
09274118;Baierbach;2;0;0;1;1
09274119;Bayerbach b.Ergoldsbach;5;0;0;0;5
09274120;Bodenkirchen;13;0;2;1;10
09274121;Buch a.Erlbach;14;1;0;2;11
09274124;Eching;4;0;0;0;4
09274126;Ergolding, M;53;4;15;6;28
09274127;Ergoldsbach, M;7;0;0;1;6
09274128;Essenbach, M;29;0;0;1;28
09274132;Furth;11;0;1;0;10
09274134;Geisenhausen, M;11;0;1;3;7
09274135;Gerzen;2;0;0;1;1
09274141;Hohenthann;6;0;0;0;6
09274145;Kröning;3;0;0;0;3
09274146;Kumhausen;20;1;1;1;17
09274153;Neufahrn i.NB;9;0;0;0;9
09274154;Neufraunhofen;1;0;0;0;1
09274156;Niederaichbach;7;0;0;1;6
09274165;Obersüßbach;5;1;0;1;3
09274172;Pfeffenhausen, M;8;0;1;1;6
09274174;Postau;4;0;0;0;4
09274176;Rottenburg a.d.Laaber, St;4;0;0;1;3
09274179;Schalkham;2;0;0;0;2
09274182;Tiefenbach;4;0;0;0;4
09274183;Velden, M;17;0;1;2;14
09274184;Vilsbiburg, St;25;0;0;11;14
09274185;Vilsheim;3;0;0;0;3
09274187;Weihmichl;2;0;0;0;2
09274188;Weng;3;0;0;0;3
09274191;Wörth a.d.Isar;3;0;0;0;3
09274193;Wurmsham;2;0;0;0;2
09274194;Bruckberg;17;0;0;1;16
09275111;Aicha vorm Wald;12;2;1;2;7
09275112;Aidenbach, M;4;0;0;0;4
09275114;Aldersbach;13;0;0;1;12
09275116;Bad Füssing;9;0;1;2;6
09275117;Beutelsbach;8;0;0;3;5
09275118;Breitenberg;7;0;1;1;5
09275119;Büchlberg;7;1;0;0;6
09275120;Eging a.See, M;13;0;0;2;11
09275121;Fürstenstein;16;0;1;2;13
09275122;Fürstenzell, M;11;0;1;1;9
09275124;Bad Griesbach i.Rottal, St;20;1;5;3;11
09275125;Haarbach;19;0;9;2;8
09275126;Hauzenberg, St;21;0;-1;0;22
09275127;Hofkirchen, M;15;0;0;1;14
09275128;Hutthurm, M;24;3;2;1;18
09275130;Kirchham;3;0;0;-1;4
09275131;Kößlarn, M;3;0;0;1;2
09275132;Malching;4;1;0;1;2
09275133;Neuburg a.Inn;19;0;0;-2;21
09275134;Neuhaus a.Inn;9;0;0;1;8
09275135;Neukirchen vorm Wald;9;0;1;1;7
09275137;Obernzell, M;8;0;-1;2;7
09275138;Ortenburg, M;22;1;1;3;17
09275141;Pocking, St;45;2;3;3;37
09275143;Rotthalmünster, M;13;1;0;0;12
09275144;Ruderting;7;0;2;1;4
09275145;Ruhstorf a.d.Rott, M;16;0;0;1;15
09275146;Salzweg;11;1;0;4;6
09275148;Sonnen;3;0;0;0;3
09275149;Tettenweis;4;0;0;0;4
09275150;Thyrnau;24;1;1;9;13
09275151;Tiefenbach;20;2;-1;0;19
09275152;Tittling, M;6;0;1;-1;6
09275153;Untergriesbach, M;11;0;0;1;10
09275154;Vilshofen an der Donau, St;32;0;1;10;21
09275156;Wegscheid, M;12;0;0;5;7
09275159;Windorf, M;12;-1;2;3;8
09275160;Witzmannsberg;4;0;0;2;2
09276111;Achslach;1;0;0;1;0
09276113;Arnbruck;1;0;0;0;1
09276115;Bayerisch Eisenstein;1;0;0;1;0
09276116;Bischofsmais;4;0;-1;-1;6
09276117;Bodenmais, M;3;-2;0;0;5
09276118;Böbrach;3;0;1;0;2
09276120;Drachselsried;4;0;1;0;3
09276121;Frauenau;3;0;0;1;2
09276122;Geiersthal;4;0;0;2;2
09276123;Gotteszell;2;0;0;0;2
09276126;Kirchberg i.Wald;2;0;0;-1;3
09276127;Kirchdorf i.Wald;5;0;0;-2;7
09276128;Kollnburg;5;1;0;1;3
09276129;Langdorf;3;1;0;0;2
09276130;Lindberg;5;0;-1;2;4
09276134;Patersdorf;6;0;0;-1;7
09276135;Prackenbach;5;0;0;-1;6
09276138;Regen, St;46;4;23;5;14
09276139;Rinchnach;9;0;0;1;8
09276142;Ruhmannsfelden, M;1;0;0;-1;2
09276143;Teisnach, M;4;0;0;0;4
09276144;Viechtach, St;18;1;1;2;14
09276146;Zachenberg;3;0;1;0;2
09276148;Zwiesel, St;5;0;-2;3;4
09277111;Arnstorf, M;16;0;3;2;11
09277112;Bayerbach;1;0;0;0;1
09277113;Bad Birnbach, M;23;4;6;1;12
09277114;Dietersburg;6;0;0;1;5
09277116;Eggenfelden, St;31;1;5;7;18
09277117;Egglham;4;0;1;0;3
09277118;Ering;4;0;0;-1;5
09277119;Falkenberg;7;1;2;0;4
09277121;Gangkofen, M;18;1;4;2;11
09277122;Geratskirchen;4;0;0;0;4
09277124;Hebertsfelden;8;0;2;0;6
09277126;Johanniskirchen;1;0;0;-1;2
09277127;Julbach;3;0;0;-1;4
09277128;Kirchdorf a.Inn;14;1;0;1;12
09277131;Malgersdorf;4;0;0;0;4
09277133;Massing, M;6;0;1;0;5
09277134;Mitterskirchen;2;0;1;0;1
09277138;Pfarrkirchen, St;25;2;6;4;13
09277139;Postmünster;4;0;1;0;3
09277140;Reut;13;7;2;-1;5
09277141;Rimbach;4;0;-1;2;3
09277142;Roßbach;7;0;1;0;6
09277144;Schönau;9;1;0;1;7
09277145;Simbach a.Inn, St;16;2;2;3;9
09277147;Stubenberg;1;0;0;0;1
09277148;Tann, M;8;0;-1;1;8
09277149;Triftern, M;16;2;3;0;11
09277151;Unterdietfurt;3;0;0;0;3
09277152;Wittibreut;9;1;1;1;6
09277153;Wurmannsquick, M;8;3;0;3;2
09277154;Zeilarn;7;0;2;0;5
09278112;Aholfing;6;0;0;0;6
09278113;Aiterhofen;16;8;-1;0;9
09278116;Ascha;8;0;-1;-1;10
09278117;Atting;5;0;1;0;4
09278118;Bogen, St;16;1;1;4;10
09278120;Falkenfels;5;0;1;1;3
09278121;Feldkirchen;-;0;-1;0;1
09278123;Geiselhöring, St;14;0;0;2;12
09278129;Haibach;6;0;1;0;5
09278134;Haselbach;4;0;1;-1;4
09278139;Hunderdorf;13;1;1;3;8
09278140;Irlbach;1;0;0;0;1
09278141;Kirchroth;6;0;1;0;5
09278143;Konzell;5;0;0;2;3
09278144;Laberweinting;9;3;0;-1;7
09278146;Leiblfing;23;2;14;1;6
09278147;Loitzendorf;2;0;2;0;0
09278148;Mallersdorf-Pfaffenberg, M;19;0;1;1;17
09278149;Mariaposching;7;0;0;0;7
09278151;Mitterfels, M;9;1;2;0;6
09278154;Neukirchen;4;0;0;-1;5
09278159;Niederwinkling;8;0;0;0;8
09278167;Oberschneiding;12;1;0;1;10
09278170;Parkstetten;6;0;0;1;5
09278171;Perasdorf;2;0;1;0;1
09278172;Perkam;5;1;0;0;4
09278177;Rain;14;0;0;2;12
09278178;Rattenberg;1;0;0;0;1
09278179;Rattiszell;2;-1;0;2;1
09278182;Salching;8;0;0;-1;9
09278184;Sankt Englmar;-4;-9;5;-2;2
09278187;Schwarzach, M;6;1;1;0;4
09278189;Stallwang;4;0;0;0;4
09278190;Steinach;3;0;0;-1;4
09278192;Straßkirchen;2;0;0;0;2
09278197;Wiesenfelden;11;0;0;-1;12
09278198;Windberg;6;-1;0;1;6
09279112;Dingolfing, St;29;0;1;-1;29
09279113;Eichendorf, M;7;0;0;0;7
09279115;Frontenhausen, M;16;4;8;0;4
09279116;Gottfrieding;2;0;0;0;2
09279122;Landau a.d.Isar, St;17;0;0;1;16
09279124;Loiching;4;0;0;0;4
09279125;Mamming;9;0;1;0;8
09279126;Marklkofen;13;0;1;2;10
09279127;Mengkofen;10;0;0;1;9
09279128;Moosthenning;16;0;1;0;15
09279130;Niederviehbach;5;0;1;0;4
09279132;Pilsting, M;5;0;-1;2;4
09279134;Reisbach, M;17;0;2;0;15
09279135;Simbach, M;7;0;1;0;6
09279137;Wallersdorf, M;13;0;1;0;12
09361000;Amberg;68;6;2;4;56
09362000;Regensburg;903;249;275;171;208
09363000;Weiden i.d.OPf.;43;-1;0;9;35
09371111;Ammerthal;8;0;0;0;8
09371113;Auerbach i.d.OPf., St;9;0;1;1;7
09371116;Birgland;4;0;0;0;4
09371118;Ebermannsdorf;7;0;1;0;6
09371119;Edelsfeld;1;0;0;-1;2
09371120;Ensdorf;2;0;0;-1;3
09371121;Freihung, M;5;0;0;3;2
09371122;Freudenberg;6;1;0;0;5
09371123;Gebenbach;-;0;0;0;0
09371126;Hahnbach, M;7;0;1;1;5
09371127;Hirschau, St;5;0;1;0;4
09371128;Hirschbach;5;0;2;-1;4
09371129;Hohenburg, M;-;0;0;0;0
09371131;Illschwang;7;0;0;1;6
09371132;Kastl, M;7;0;1;1;5
09371135;Königstein, M;3;0;0;0;3
09371136;Kümmersbruck;9;0;2;-1;8
09371140;Etzelwang;8;0;2;1;5
09371141;Neukirchen b.Sulzbach-Rosenberg;3;0;0;1;2
09371144;Poppenricht;11;0;1;2;8
09371146;Rieden, M;4;0;0;0;4
09371148;Schmidmühlen, M;4;0;1;0;3
09371150;Schnaittenbach, St;4;0;0;2;2
09371151;Sulzbach-Rosenberg, St;16;0;2;4;10
09371154;Ursensollen;12;0;1;0;11
09371156;Vilseck, St;11;0;1;2;8
09371157;Weigendorf;3;0;0;0;3
09371444;Gemfr. Geb. Amberg-Sulzbach;-;0;0;0;0
09371452;Eichen;-;-;-;-;-
09372112;Arnschwang;3;0;0;1;2
09372113;Arrach;5;0;-1;2;4
09372115;Blaibach;3;1;1;-1;2
09372116;Cham, St;35;2;5;7;21
09372117;Chamerau;13;2;2;1;8
09372124;Eschlkam, M;12;2;1;1;8
09372125;Falkenstein, M;7;0;1;-1;7
09372126;Furth im Wald, St;17;0;-1;2;16
09372128;Gleißenberg;-;0;0;-1;1
09372130;Grafenwiesen;2;0;0;0;2
09372135;Hohenwarth;2;0;0;0;2
09372137;Bad Kötzting, St;13;3;4;-1;7
09372138;Lam, M;2;0;0;0;2
09372142;Michelsneukirchen;4;0;1;0;3
09372143;Miltach;3;0;0;0;3
09372144;Neukirchen b.Hl.Blut, M;5;1;1;-1;4
09372146;Pemfling;13;2;4;0;7
09372147;Pösing;-;0;0;0;0
09372149;Reichenbach;2;0;0;0;2
09372150;Rettenbach;3;0;0;0;3
09372151;Rimbach;2;0;1;0;1
09372153;Roding, St;30;1;0;8;21
09372154;Rötz, St;8;0;0;0;8
09372155;Runding;6;0;1;1;4
09372157;Schönthal;5;0;0;3;2
09372158;Schorndorf;10;0;3;-1;8
09372161;Stamsried, M;2;0;-1;0;3
09372163;Tiefenbach;2;0;1;0;1
09372164;Traitsching;13;1;0;3;9
09372165;Treffelstein;1;0;0;0;1
09372167;Zell;1;0;-1;0;2
09372168;Waffenbrunn;4;1;0;0;3
09372169;Wald;15;1;3;0;11
09372170;Walderbach;5;0;0;0;5
09372171;Waldmünchen, St;15;3;1;1;10
09372174;Weiding;5;0;1;1;3
09372175;Willmering;-1;0;0;0;-1
09372177;Zandt;4;0;-2;3;3
09372178;Lohberg;3;0;1;-2;4
09373112;Berching, St;25;1;4;-1;21
09373113;Berg b.Neumarkt i.d.OPf.;25;1;2;2;20
09373114;Berngau;12;0;0;1;11
09373115;Breitenbrunn, M;6;0;0;0;6
09373119;Deining;9;0;0;1;8
09373121;Dietfurt a.d.Altmühl, St;15;1;2;1;11
09373126;Freystadt, St;20;1;4;3;12
09373134;Hohenfels, M;3;0;0;2;1
09373140;Lauterhofen, M;11;0;2;1;8
09373143;Lupburg, M;2;0;-1;0;3
09373146;Mühlhausen;13;0;2;4;7
09373147;Neumarkt i.d.OPf., GKSt;92;5;19;15;53
09373151;Parsberg, St;27;2;7;3;15
09373153;Pilsach;5;0;1;0;4
09373155;Postbauer-Heng, M;25;0;7;5;13
09373156;Pyrbaum, M;19;0;3;4;12
09373159;Sengenthal;7;0;0;0;7
09373160;Seubersdorf i.d.OPf.;9;0;0;-1;10
09373167;Velburg, St;9;1;1;-1;8
09374111;Altenstadt a.d.Waldnaab;4;0;0;0;4
09374117;Eschenbach i.d.OPf., St;4;0;1;-1;4
09374118;Eslarn, M;12;4;5;1;2
09374119;Etzenricht;-;0;-1;0;1
09374121;Floß, M;9;0;0;2;7
09374122;Flossenbürg;1;0;-2;1;2
09374123;Georgenberg;-;0;0;0;0
09374124;Grafenwöhr, St;261;1;2;1;257
09374127;Irchenrieth;2;0;0;0;2
09374128;Kirchendemenreuth;1;0;0;0;1
09374129;Kirchenthumbach, M;12;1;2;-1;10
09374131;Kohlberg, M;1;0;0;0;1
09374132;Leuchtenberg, M;2;0;1;0;1
09374133;Luhe-Wildenau, M;9;0;0;1;8
09374134;Mantel, M;25;0;1;0;24
09374137;Moosbach, M;5;0;1;0;4
09374139;Neustadt a.d.Waldnaab, St;9;0;0;2;7
09374140;Neustadt am Kulm, St;-;0;0;0;0
09374144;Parkstein, M;13;0;0;12;1
09374146;Pirk;2;0;0;0;2
09374147;Pleystein, St;1;0;0;0;1
09374148;Trabitz;6;0;0;2;4
09374149;Pressath, St;4;0;0;1;3
09374150;Püchersreuth;5;0;0;0;5
09374154;Schirmitz;6;0;0;0;6
09374155;Schlammersdorf;15;14;0;0;1
09374156;Schwarzenbach;7;0;0;0;7
09374157;Speinshart;2;0;1;0;1
09374158;Störnstein;5;0;1;0;4
09374159;Tännesberg, M;5;0;-1;1;5
09374160;Theisseil;5;0;3;0;2
09374162;Vohenstrauß, St;13;1;1;1;10
09374163;Vorbach;1;0;0;0;1
09374164;Waidhaus, M;-;0;0;0;0
09374165;Waldthurn, M;2;0;0;0;2
09374166;Weiherhammer;15;0;0;6;9
09374168;Windischeschenbach, St;7;1;3;-1;4
09374170;Bechtsrieth;4;0;0;1;3
09374444;Gemfr. Geb. Neustadt a.d.Waldnaab;-;0;0;0;0
09374451;Heinersreuther Forst;-;-;-;-;-
09374452;Manteler Forst;-;-;-;-;-
09374458;Speinsharter Forst;-;-;-;-;-
09375113;Alteglofsheim;22;1;0;0;21
09375114;Altenthann;6;0;0;0;6
09375115;Aufhausen;4;0;0;1;3
09375116;Bach a.d.Donau;9;2;2;2;3
09375117;Barbing;53;0;-1;8;46
09375118;Beratzhausen, M;7;0;0;1;6
09375119;Bernhardswald;11;1;0;1;9
09375120;Brennberg;7;0;1;0;6
09375122;Brunn;-;0;0;0;0
09375127;Deuerling;6;0;2;0;4
09375130;Donaustauf, M;2;0;0;0;2
09375131;Duggendorf;1;0;0;0;1
09375143;Hagelstadt;4;0;0;0;4
09375148;Hemau, St;19;0;1;0;18
09375153;Holzheim a.Forst;1;0;0;0;1
09375156;Kallmünz, M;5;0;0;0;5
09375161;Köfering;-;0;0;0;0
09375162;Laaber, M;7;0;0;0;7
09375165;Lappersdorf, M;56;6;5;9;36
09375170;Mintraching;17;1;2;1;13
09375171;Mötzing;-;0;0;0;0
09375174;Neutraubling, St;33;1;8;7;17
09375175;Nittendorf, M;6;0;-1;0;7
09375179;Obertraubling;36;4;0;9;23
09375180;Pentling;11;0;0;0;11
09375181;Pettendorf;11;2;2;0;7
09375182;Pfakofen;2;0;0;0;2
09375183;Pfatter;6;0;0;2;4
09375184;Pielenhofen;6;0;0;1;5
09375190;Regenstauf, M;52;1;16;13;22
09375191;Riekofen;2;0;0;1;1
09375196;Schierling, M;11;0;-1;1;11
09375199;Sinzing;17;0;0;2;15
09375201;Sünching;10;0;1;1;8
09375204;Tegernheim;39;1;0;2;36
09375205;Thalmassing;6;0;0;0;6
09375208;Wenzenbach;29;0;2;4;23
09375209;Wiesent;5;0;0;1;4
09375210;Wörth a.d.Donau, St;7;0;0;2;5
09375211;Wolfsegg;3;0;0;1;2
09375213;Zeitlarn;22;0;2;2;18
09375444;Gemfr. Geb. Regensburg;-;0;0;0;0
09375451;Forstmühler Forst;-;-;-;-;-
09375452;Kreuther Forst;-;-;-;-;-
09376112;Altendorf;2;0;0;0;2
09376116;Bodenwöhr;1;0;1;0;0
09376117;Bruck i.d.OPf., M;5;0;0;0;5
09376119;Burglengenfeld, St;25;0;1;3;21
09376122;Dieterskirchen;2;0;0;2;0
09376125;Fensterbach;2;0;0;0;2
09376131;Gleiritsch;1;0;0;0;1
09376133;Guteneck;2;0;0;1;1
09376141;Maxhütte-Haidhof, St;9;0;0;2;7
09376144;Nabburg, St;6;1;1;0;4
09376146;Neukirchen-Balbini, M;-;0;0;0;0
09376147;Neunburg vorm Wald, St;9;0;1;0;8
09376148;Niedermurach;1;0;0;0;1
09376149;Nittenau, St;14;0;1;4;9
09376150;Wernberg-Köblitz, M;1;0;0;0;1
09376151;Oberviechtach, St;3;0;0;0;3
09376153;Pfreimd, St;3;0;0;0;3
09376159;Schmidgaden;8;0;0;4;4
09376160;Schönsee, St;-;0;0;0;0
09376161;Schwandorf, GKSt;49;3;4;8;34
09376162;Schwarzach b.Nabburg;1;0;0;-1;2
09376163;Schwarzenfeld, M;6;0;1;0;5
09376164;Schwarzhofen, M;3;0;0;0;3
09376167;Stadlern;-;0;0;0;0
09376168;Steinberg am See;9;1;0;0;8
09376169;Stulln;1;0;0;0;1
09376170;Teublitz, St;13;0;1;0;12
09376171;Teunz;2;0;1;0;1
09376172;Thanstein;1;0;0;0;1
09376173;Trausnitz;-;0;0;0;0
09376175;Wackersdorf;20;1;0;9;10
09376176;Weiding;-;0;0;0;0
09376178;Winklarn, M;4;0;0;2;2
09376444;Gemfr. Geb. Schwandorf;-;0;0;0;0
09376454;Östl. Neubäuer Forst;-;-;-;-;-
09376455;Wolferlohe;-;-;-;-;-
09377112;Bärnau, St;5;0;1;2;2
09377113;Brand;3;0;0;0;3
09377115;Ebnath;-;0;0;0;0
09377116;Erbendorf, St;23;0;3;0;20
09377117;Falkenberg, M;1;0;0;0;1
09377118;Friedenfels;-;0;0;0;0
09377119;Fuchsmühl, M;1;0;0;0;1
09377127;Immenreuth;-;-1;1;0;0
09377128;Kastl;4;0;0;1;3
09377129;Kemnath, St;8;0;1;2;5
09377131;Konnersreuth, M;3;-1;0;1;3
09377132;Krummennaab;4;0;0;-1;5
09377133;Kulmain;7;2;1;0;4
09377137;Leonberg;2;0;0;0;2
09377139;Mähring, M;6;0;2;0;4
09377141;Mitterteich, St;12;6;1;0;5
09377142;Bad Neualbenreuth, M;4;0;0;1;3
09377143;Neusorg;4;0;0;0;4
