FID,geom,amenity,operator,operator:wikidata,osm_id,osm_type,editlink,tutoriallink,payment:coins,created_by,note,check_date,brand,brand:wikidata,fee,indoor,covered,model,payment:credit_cards,payment:notes,payment:telephone_cards,payment:cash,source:position,ref,ref2,source,fixme,internet_access,internet_access:fee,internet_access:ssid,brand:wikipedia,operator:wikipedia,payment:debit_cards,booth,payment:american_express,payment:diners_club,payment:jcb,payment:mastercard,payment:others,payment:visa,ref_name,description,sms,video,shelter,payment:electronic_purses,note:de,wheelchair,name,addr:street,designation,contact:phone,phone,lit,support,level,direction,tunnel,emergency,payment:calling_cards,payment:reverse_charge_calls,layer,internet_access:operator,payment:phonecard,colour,button_operated,callable,display
OSM_MRN_amenity_telephone_4326_Point.329,POINT (8.6174314 49.6814507),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/6027053210,https://learnosm.org/de/beginner/,,,,,Deutsche Telekom,Q9396,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.330,POINT (8.4688827 49.4907078),telephone,Deutsche Telekom AG,,2147483647,node,https://www.openstreetmap.org/node/6031844221,https://learnosm.org/de/beginner/,,,,2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.331,POINT (8.5771613 49.3160193),telephone,Deutsche Telekom AG,,2147483647,node,https://www.openstreetmap.org/node/6172661546,https://learnosm.org/de/beginner/,yes,,,2018-12,,,,,booth,TelH90,,no,yes,,,620500006122,,,,,,,,,,TelH_90,yes,yes,yes,yes,no,yes,Raststätte Hockenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.332,POINT (8.6224678 49.6810739),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/6304662665,https://learnosm.org/de/beginner/,yes,,,,Deutsche Telekom,Q9396,yes,,no,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6251 09841254,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.333,POINT (8.7832689 49.6599281),telephone,,,2147483647,node,https://www.openstreetmap.org/node/6470818602,https://learnosm.org/de/beginner/,,,,,,,,,booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.334,POINT (8.6626877 49.3824249),telephone,,,2147483647,node,https://www.openstreetmap.org/node/6833663727,https://learnosm.org/de/beginner/,,,,2021-10-30,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.335,POINT (9.0460858 49.3580889),telephone,Deutsche Telekom,,2147483647,node,https://www.openstreetmap.org/node/7024287549,https://learnosm.org/de/beginner/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.336,POINT (8.7089556 49.4133559),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/7058853535,https://learnosm.org/de/beginner/,yes,,,,Deutsche Telekom,Q9396,,,no,,,,yes,,,Neckarstaden 58,,,,,,,de:Deutsche Telekom,de:Deutsche Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.337,POINT (8.4741524 49.4848688),telephone,Deutsche Telekom,,2147483647,node,https://www.openstreetmap.org/node/7090595987,https://learnosm.org/de/beginner/,yes,,,2022-01-08,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.338,POINT (8.6126878 49.7243954),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7167399870,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.339,POINT (8.1267312 49.2801573),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/7528375877,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.340,POINT (8.1117906 49.1972835),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/7554854593,https://learnosm.org/de/beginner/,yes,,,2024-12-06,,,,,yes,,,,yes,,,634109603006 Landau Badstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.341,POINT (8.7026976 49.3744862),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7644346408,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.342,POINT (8.1699903 49.4610071),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7699865071,https://learnosm.org/de/beginner/,,,,2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.343,POINT (8.1706852 49.4611331),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7699919695,https://learnosm.org/de/beginner/,,,,2024-04-07,,,yes,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.344,POINT (8.168351 49.4596937),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7700352831,https://learnosm.org/de/beginner/,,,,2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.345,POINT (8.1703659 49.4647021),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7703553821,https://learnosm.org/de/beginner/,,,,2024-07-24,,,,,,,,,,,,,,,,,,Telekom_SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Telekom,,,,,
OSM_MRN_amenity_telephone_4326_Point.346,POINT (8.1388764 49.3532221),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7705825307,https://learnosm.org/de/beginner/,,,,2022-08-20,,,yes,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.347,POINT (8.1360882 49.3542182),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7705856852,https://learnosm.org/de/beginner/,,,,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.348,POINT (8.1372669 49.3501497),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7707773931,https://learnosm.org/de/beginner/,,,,2024-09-18,,,,,,,,,,,,,,,,wlan,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.349,POINT (8.4767235 49.4886401),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/7797091608,https://learnosm.org/de/beginner/,yes,,,,,,yes,,,,,,,,,Hebelstraße 1 621101561582,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.350,POINT (8.429853 49.4826967),telephone,Deutsche Telekom,,2147483647,node,https://www.openstreetmap.org/node/7943260082,https://learnosm.org/de/beginner/,,,,2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.351,POINT (8.4887455 49.4626904),telephone,,,2147483647,node,https://www.openstreetmap.org/node/7945348786,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.352,POINT (8.5148841 49.5095287),telephone,,,2147483647,node,https://www.openstreetmap.org/node/8735946717,https://learnosm.org/de/beginner/,,,,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.353,POINT (8.621726 49.6998704),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/9482468290,https://learnosm.org/de/beginner/,,,,,Deutsche Telekom,Q9396,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 625109359822,,,,,,,,,,,yes,,,,
OSM_MRN_amenity_telephone_4326_Point.354,POINT (8.846219 49.4391432),telephone,Deutsche Telekom,,2147483647,node,https://www.openstreetmap.org/node/9682646075,https://learnosm.org/de/beginner/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.355,POINT (8.1247142 49.2022535),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/10309385100,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.356,POINT (8.4861675 49.482748),telephone,,,2147483647,node,https://www.openstreetmap.org/node/11051214324,https://learnosm.org/de/beginner/,,,,,,,,,yes,,,,,,,,,,,,,,,,,K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,,
OSM_MRN_amenity_telephone_4326_Point.357,POINT (8.1603212 49.3390703),telephone,,Q9396,2147483647,node,https://www.openstreetmap.org/node/11150464044,https://learnosm.org/de/beginner/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.358,POINT (8.1352311 49.3528909),telephone,Deutsche Telekom AG,,2147483647,node,https://www.openstreetmap.org/node/11727903765,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.359,POINT (8.8786357 49.2527565),telephone,Deutsche Telekom AG,Q9396,2147483647,node,https://www.openstreetmap.org/node/11917844622,https://learnosm.org/de/beginner/,,,,,,,,no,no,,,,,,,,,,,wlan,,Telekom,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,no,digital
OSM_MRN_amenity_telephone_4326_Point.360,POINT (8.1403786 49.3499808),telephone,,,2147483647,node,https://www.openstreetmap.org/node/12192269252,https://learnosm.org/de/beginner/,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
