;1. Start des Fragebogens;1. Start des Fragebogens;1. Start des Fragebogens;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;5. Demographische Daten;5. Demographische Daten;6. Stromspiegel;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;7. Abschluss des Fragebogens
1096844;Ja;Ministerium der Justiz;Nein;gelegentlich;gelegentlich;k. A.;immer;immer;oft;immer;k. A.;Ja;nie;immer;immer;immer;selten;Ja;gelegentlich;gelegentlich;selten;selten;k. A.;immer;immer;immer;immer;selten;oft;nie;immer;nie;Ja;nie;immer;immer;oft;immer;selten;nie;Ja;oft;oft;immer;nie;immer;selten;nie;immer;nie;k. A.;Ja;40-49;weiblich;Nein;;;;;Ja
1096846;Ja;Ministerium des Innern;Ja;immer;oft;gelegentlich;immer;immer;oft;immer;gelegentlich;Nein;nie;immer;immer;immer;nie;Ja;gelegentlich;gelegentlich;immer;oft;immer;immer;immer;immer;immer;oft;oft;immer;oft;gelegentlich;Nein;nie;immer;immer;immer;nie;selten;gelegentlich;Ja;oft;oft;oft;nie;selten;selten;oft;oft;nie;immer;Nein;50-59;männlich;Ja;Haus;Ohne Strom;3;4.500;Ja
1096849;Ja;Ministerium der Finanzen;Ja;oft;immer;gelegentlich;immer;immer;immer;gelegentlich;k. A.;Nein;nie;immer;immer;gelegentlich;selten;Ja;gelegentlich;gelegentlich;gelegentlich;immer;k. A.;immer;immer;immer;immer;gelegentlich;immer;selten;immer;selten;Nein;gelegentlich;immer;immer;selten;immer;selten;k. A.;Ja;immer;immer;nie;nie;nie;nie;immer;nie;nie;immer;Nein;50-59;männlich;Nein;;;;;Ja
1096850;Ja;Ministerium der Justiz;Ja;immer;nie;;immer;immer;nie;immer;nie;Nein;nie;immer;immer;nie;nie;Ja;immer;oft;immer;nie;immer;immer;immer;nie;immer;nie;gelegentlich;nie;gelegentlich;nie;Nein;nie;gelegentlich;immer;nie;immer;nie;nie;Ja;gelegentlich;gelegentlich;nie;nie;selten;nie;immer;nie;;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1096853;Ja;Ministerium der Justiz;Nein;selten;nie;nie;immer;nie;nie;immer;k. A.;Ja;nie;gelegentlich;immer;nie;nie;Ja;gelegentlich;oft;immer;nie;immer;immer;nie;gelegentlich;gelegentlich;selten;oft;k. A.;immer;nie;Ja;nie;gelegentlich;immer;nie;immer;selten;nie;Ja;gelegentlich;oft;immer;k. A.;immer;k. A.;nie;immer;selten;oft;Ja;50-59;weiblich;Nein;;;;;Ja
1096857;Ja;Ministerium der Justiz;Nein;immer;immer;nie;immer;gelegentlich;nie;immer;nie;Ja;gelegentlich;immer;immer;immer;nie;Ja;gelegentlich;gelegentlich;immer;immer;immer;immer;gelegentlich;gelegentlich;immer;nie;oft;nie;immer;immer;Ja;gelegentlich;immer;immer;immer;gelegentlich;selten;immer;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;immer;nie;nie;immer;Nein;60-69;weiblich;Unvollständig;Haus;Ohne Strom;2;;Ja
1096858;Nein;Ministerium des Innern;Ja;nie;nie;nie;selten;immer;nie;selten;k. A.;;gelegentlich;gelegentlich;oft;gelegentlich;selten;k. A.;nie;selten;nie;nie;nie;selten;immer;nie;immer;nie;gelegentlich;gelegentlich;oft;nie;Nein;gelegentlich;selten;oft;selten;immer;gelegentlich;nie;k. A.;nie;nie;oft;nie;nie;k. A.;oft;nie;selten;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1096862;Ja;Ministerium der Justiz;Nein;nie;oft;nie;oft;immer;nie;gelegentlich;k. A.;Nein;nie;immer;immer;oft;k. A.;k. A.;selten;gelegentlich;nie;oft;immer;oft;immer;gelegentlich;immer;nie;gelegentlich;oft;oft;selten;Nein;nie;oft;immer;immer;oft;oft;selten;Ja;selten;gelegentlich;oft;nie;k. A.;k. A.;oft;gelegentlich;nie;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1096865;Ja;Ministerium der Justiz;Nein;gelegentlich;nie;;immer;immer;gelegentlich;oft;k. A.;Nein;nie;immer;gelegentlich;oft;selten;Ja;nie;gelegentlich;oft;selten;immer;oft;oft;selten;nie;nie;gelegentlich;gelegentlich;oft;nie;Nein;nie;selten;gelegentlich;nie;immer;gelegentlich;nie;k. A.;gelegentlich;gelegentlich;nie;selten;nie;nie;gelegentlich;nie;selten;gelegentlich;Nein;30-39;weiblich;Nein;;;;;Ja
1096867;Ja;Ministerium der Justiz;Ja;immer;k. A.;immer;immer;immer;nie;immer;k. A.;Ja;nie;immer;oft;immer;oft;Ja;oft;oft;immer;selten;immer;immer;immer;immer;gelegentlich;immer;immer;nie;immer;nie;Ja;nie;immer;oft;immer;immer;oft;nie;Ja;immer;immer;nie;nie;gelegentlich;nie;selten;selten;nie;immer;Nein;50-59;weiblich;Ja;Haus;Ohne Strom;2;3.500;Ja
1096868;Ja;Ministerium der Justiz;Nein;immer;nie;nie;immer;oft;selten;oft;k. A.;Ja;selten;oft;selten;gelegentlich;nie;Ja;gelegentlich;selten;gelegentlich;nie;immer;oft;immer;oft;immer;nie;gelegentlich;selten;immer;oft;Ja;selten;immer;gelegentlich;immer;oft;gelegentlich;immer;Ja;oft;selten;nie;nie;gelegentlich;k. A.;immer;nie;gelegentlich;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1096874;Ja;Ministerium der Justiz;Nein;oft;selten;gelegentlich;immer;gelegentlich;oft;immer;immer;Ja;nie;immer;oft;immer;nie;Ja;nie;gelegentlich;immer;gelegentlich;immer;oft;selten;gelegentlich;immer;nie;oft;nie;immer;selten;;nie;immer;immer;oft;immer;nie;selten;;gelegentlich;oft;selten;nie;nie;nie;oft;nie;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1096876;Ja;Ministerium der Justiz;Nein;nie;selten;nie;gelegentlich;immer;immer;immer;k. A.;Ja;selten;immer;immer;nie;immer;k. A.;selten;selten;immer;selten;immer;immer;immer;immer;immer;nie;immer;selten;oft;nie;k. A.;gelegentlich;immer;immer;;oft;immer;k. A.;Ja;oft;oft;nie;nie;k. A.;k. A.;;oft;nie;oft;Nein;50-59;weiblich;Ja;Wohnung;Ohne Strom;2;1.800;Ja
1096878;Ja;Ministerium der Justiz;Ja;immer;nie;nie;immer;immer;immer;immer;immer;Ja;nie;immer;immer;immer;immer;Ja;immer;immer;gelegentlich;immer;immer;immer;immer;immer;immer;nie;immer;nie;immer;nie;Ja;nie;immer;immer;immer;immer;immer;nie;Ja;immer;immer;nie;nie;nie;nie;immer;immer;immer;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1096879;Ja;Ministerium der Justiz;Ja;nie;nie;nie;immer;immer;immer;immer;k. A.;Ja;selten;immer;immer;immer;nie;Ja;gelegentlich;gelegentlich;selten;selten;k. A.;immer;immer;immer;immer;immer;immer;selten;immer;nie;k. A.;gelegentlich;immer;immer;k. A.;;selten;nie;Ja;oft;gelegentlich;immer;nie;gelegentlich;k. A.;selten;selten;gelegentlich;immer;Nein;60-69;weiblich;Nein;;;;;Ja
1096880;Ja;Ministerium der Justiz;Nein;immer;immer;immer;immer;immer;selten;immer;immer;Ja;nie;oft;gelegentlich;immer;selten;Ja;oft;oft;immer;immer;immer;immer;immer;immer;immer;selten;immer;nie;immer;immer;Ja;nie;immer;immer;immer;immer;selten;immer;Ja;immer;immer;immer;nie;immer;nie;selten;immer;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1096883;Nein;Ministerium der Justiz;Nein;selten;nie;selten;immer;oft;gelegentlich;oft;k. A.;Nein;nie;oft;oft;gelegentlich;nie;k. A.;selten;gelegentlich;oft;selten;immer;immer;oft;gelegentlich;oft;selten;selten;selten;oft;nie;Nein;gelegentlich;oft;oft;selten;immer;gelegentlich;nie;k. A.;gelegentlich;gelegentlich;oft;nie;oft;k. A.;gelegentlich;oft;gelegentlich;oft;Nein;30-39;männlich;Ja;Wohnung;Ohne Strom;2;1.600;Ja
1096887;Ja;Ministerium der Finanzen;Ja;nie;nie;nie;immer;gelegentlich;gelegentlich;immer;immer;;selten;immer;oft;selten;nie;k. A.;oft;gelegentlich;immer;immer;nie;immer;oft;selten;nie;nie;selten;immer;immer;immer;Nein;oft;immer;oft;immer;;oft;nie;k. A.;oft;gelegentlich;gelegentlich;nie;nie;nie;oft;selten;gelegentlich;oft;Nein;30-39;männlich;Ja;Wohnung;Ohne Strom;2;2.000;Ja
1096889;Ja;Ministerium der Justiz;Nein;k. A.;selten;selten;immer;immer;nie;immer;k. A.;Nein;nie;immer;gelegentlich;immer;nie;Ja;k. A.;k. A.;oft;immer;oft;immer;immer;gelegentlich;immer;oft;selten;nie;oft;nie;Nein;nie;oft;gelegentlich;immer;immer;selten;nie;Ja;oft;gelegentlich;immer;nie;selten;nie;nie;gelegentlich;selten;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1096890;Ja;Ministerium der Finanzen;Ja;selten;nie;nie;immer;oft;oft;immer;nie;Ja;selten;oft;oft;immer;gelegentlich;Ja;gelegentlich;gelegentlich;gelegentlich;oft;immer;oft;oft;oft;oft;nie;gelegentlich;nie;oft;oft;Ja;gelegentlich;oft;oft;immer;oft;gelegentlich;oft;Ja;gelegentlich;gelegentlich;gelegentlich;nie;gelegentlich;nie;oft;oft;selten;immer;Nein;40-49;männlich;Ja;Wohnung;Ohne Strom;3;1.650;Ja
1096894;Ja;Ministerium der Justiz;Nein;immer;nie;nie;immer;immer;gelegentlich;immer;k. A.;Ja;nie;immer;immer;nie;k. A.;Ja;nie;gelegentlich;immer;nie;immer;immer;immer;oft;immer;nie;k. A.;nie;selten;nie;Ja;selten;k. A.;immer;k. A.;immer;oft;nie;Ja;gelegentlich;gelegentlich;selten;nie;selten;k. A.;gelegentlich;selten;selten;oft;Nein;30-39;männlich;Ja;Wohnung;Mit Strom;2;1.000;Ja
1096896;Ja;Ministerium der Justiz;Nein;immer;immer;selten;gelegentlich;immer;immer;immer;k. A.;k. A.;selten;immer;oft;oft;nie;k. A.;nie;selten;selten;immer;k. A.;immer;gelegentlich;gelegentlich;selten;nie;oft;nie;immer;nie;Ja;selten;immer;oft;oft;oft;nie;nie;Ja;selten;selten;nie;nie;k. A.;k. A.;immer;nie;selten;oft;Nein;40-49;weiblich;Nein;;;;;Ja
1096897;Ja;Ministerium der Justiz;Nein;oft;nie;nie;immer;immer;nie;immer;nie;Ja;nie;oft;immer;oft;nie;Ja;selten;gelegentlich;oft;nie;immer;immer;;selten;immer;immer;immer;nie;immer;selten;Ja;nie;immer;immer;immer;immer;;gelegentlich;Ja;gelegentlich;oft;immer;nie;immer;nie;selten;immer;selten;immer;Nein;60-69;weiblich;Nein;;;;;Ja
1096898;Ja;Ministerium der Justiz;Ja;oft;selten;selten;oft;oft;selten;oft;k. A.;Ja;nie;k. A.;oft;nie;selten;Ja;selten;selten;k. A.;k. A.;k. A.;immer;gelegentlich;immer;immer;selten;gelegentlich;nie;oft;nie;k. A.;selten;immer;immer;gelegentlich;immer;selten;nie;Ja;selten;selten;nie;nie;k. A.;k. A.;oft;nie;k. A.;oft;Nein;50-59;weiblich;Ja;Wohnung;Mit Strom;1;600;Ja
1096901;Ja;Ministerium der Justiz;Ja;immer;selten;selten;immer;immer;selten;oft;immer;Ja;nie;nie;immer;immer;nie;Ja;oft;oft;immer;selten;selten;immer;immer;selten;immer;nie;oft;oft;immer;nie;Ja;nie;immer;immer;selten;immer;selten;nie;Ja;oft;oft;oft;nie;immer;nie;oft;selten;nie;immer;Nein;60-69;männlich;Nein;;;;;Ja
1096902;Ja;Ministerium der Justiz;Ja;immer;oft;gelegentlich;immer;immer;selten;immer;immer;Nein;selten;gelegentlich;immer;immer;selten;Ja;gelegentlich;gelegentlich;immer;oft;immer;immer;immer;immer;immer;nie;oft;nie;immer;selten;;selten;oft;oft;immer;immer;selten;selten;Ja;immer;immer;immer;nie;immer;nie;nie;immer;nie;immer;Ja;50-59;weiblich;Nein;;;;;Ja
1096904;Nein;Ministerium der Justiz;Ja;nie;nie;nie;oft;oft;nie;oft;oft;Nein;selten;oft;selten;selten;selten;Ja;selten;nie;selten;nie;nie;immer;immer;immer;immer;oft;oft;nie;gelegentlich;nie;k. A.;selten;immer;oft;immer;immer;nie;nie;Ja;nie;selten;nie;nie;nie;nie;immer;selten;immer;immer;Nein;30-39;weiblich;Nein;;;;;Ja
1096907;Nein;Ministerium der Justiz;Nein;nie;nie;nie;immer;immer;nie;immer;immer;Nein;nie;nie;oft;nie;k. A.;Ja;gelegentlich;selten;nie;nie;immer;immer;immer;immer;immer;immer;gelegentlich;nie;k. A.;nie;Ja;nie;immer;gelegentlich;nie;oft;gelegentlich;nie;Ja;selten;selten;selten;nie;k. A.;k. A.;oft;gelegentlich;nie;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1096908;Ja;Ministerium der Justiz;Nein;immer;nie;nie;oft;nie;nie;oft;gelegentlich;Nein;nie;oft;immer;gelegentlich;nie;k. A.;gelegentlich;nie;nie;nie;immer;immer;oft;gelegentlich;gelegentlich;nie;selten;nie;oft;nie;Ja;nie;immer;oft;oft;immer;oft;nie;Ja;gelegentlich;nie;nie;nie;nie;nie;immer;nie;nie;gelegentlich;Nein;18-29;weiblich;Nein;;;;;Ja
1096910;Ja;Ministerium der Justiz;Nein;nie;nie;nie;immer;oft;nie;;gelegentlich;Ja;nie;selten;oft;nie;gelegentlich;Ja;selten;gelegentlich;nie;nie;immer;oft;oft;nie;;immer;oft;oft;immer;nie;Ja;nie;immer;immer;nie;immer;gelegentlich;oft;Ja;;oft;oft;nie;gelegentlich;nie;selten;selten;nie;oft;Nein;60-69;männlich;Nein;;;;;Ja
1096911;Ja;Ministerium der Justiz;Nein;oft;nie;nie;immer;oft;nie;oft;k. A.;Ja;nie;nie;immer;oft;;Ja;gelegentlich;gelegentlich;k. A.;k. A.;immer;immer;oft;oft;immer;nie;oft;gelegentlich;oft;selten;Ja;selten;k. A.;;k. A.;oft;oft;selten;k. A.;nie;gelegentlich;gelegentlich;k. A.;selten;k. A.;oft;nie;gelegentlich;oft;Nein;60-69;weiblich;Nein;;;;;Ja
1096915;Ja;Ministerium der Justiz;Nein;nie;nie;nie;oft;k. A.;k. A.;k. A.;k. A.;Nein;immer;gelegentlich;selten;gelegentlich;nie;Ja;selten;gelegentlich;immer;oft;nie;gelegentlich;k. A.;selten;immer;nie;immer;selten;oft;nie;Nein;immer;oft;gelegentlich;nie;immer;gelegentlich;nie;Ja;gelegentlich;oft;oft;nie;gelegentlich;k. A.;selten;selten;selten;gelegentlich;Nein;30-39;männlich;Ja;Wohnung;Mit Strom;1;1.650;Ja
1096921;Ja;Ministerium der Justiz;Nein;selten;nie;nie;immer;oft;immer;k. A.;k. A.;Ja;nie;immer;oft;nie;nie;Ja;gelegentlich;gelegentlich;selten;nie;k. A.;immer;immer;immer;nie;nie;oft;gelegentlich;oft;nie;Ja;nie;immer;oft;nie;immer;gelegentlich;nie;k. A.;gelegentlich;gelegentlich;selten;nie;nie;k. A.;oft;gelegentlich;nie;oft;Nein;30-39;weiblich;Ja;Haus;Ohne Strom;4;2.350;Ja
1096924;Ja;Ministerium der Justiz;Nein;k. A.;nie;nie;immer;immer;nie;immer;k. A.;Ja;nie;nie;selten;nie;nie;Ja;gelegentlich;nie;k. A.;nie;immer;immer;immer;gelegentlich;nie;oft;gelegentlich;nie;gelegentlich;gelegentlich;Ja;gelegentlich;immer;oft;nie;oft;selten;gelegentlich;Ja;gelegentlich;gelegentlich;nie;nie;gelegentlich;nie;immer;nie;nie;oft;Nein;40-49;weiblich;Nein;;;;;Ja
1096927;Ja;Ministerium der Justiz;Nein;immer;nie;nie;immer;immer;immer;immer;k. A.;Ja;nie;immer;immer;immer;nie;Ja;gelegentlich;nie;immer;nie;immer;immer;immer;oft;immer;nie;oft;gelegentlich;immer;immer;Ja;nie;immer;immer;immer;immer;gelegentlich;immer;Ja;oft;oft;nie;nie;nie;k. A.;immer;nie;k. A.;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1096930;Ja;Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie;Ja;oft;nie;k. A.;immer;immer;immer;immer;k. A.;Nein;nie;immer;selten;selten;nie;Ja;oft;oft;nie;selten;k. A.;immer;immer;gelegentlich;nie;selten;immer;selten;oft;nie;Nein;nie;oft;oft;gelegentlich;immer;selten;nie;Ja;oft;oft;immer;nie;oft;nie;nie;immer;nie;immer;Ja;50-59;männlich;Ja;Wohnung;Mit Strom;4;3.200;Ja
1096932;Ja;Ministerium der Justiz;Nein;nie;gelegentlich;immer;immer;oft;nie;immer;immer;Nein;nie;immer;immer;nie;oft;Ja;nie;nie;k. A.;immer;immer;immer;gelegentlich;nie;nie;oft;immer;nie;oft;nie;Nein;nie;immer;immer;immer;;gelegentlich;nie;Ja;oft;oft;nie;nie;nie;k. A.;immer;nie;oft;immer;Nein;30-39;männlich;Ja;Wohnung;Mit Strom;1;950;Ja
1096933;Ja;Ministerium der Justiz;Ja;gelegentlich;nie;nie;immer;immer;nie;nie;k. A.;Nein;nie;immer;immer;nie;immer;Nein;nie;nie;nie;;;;;;;;;;;;;;;;;;;;;;;nie;nie;nie;nie;immer;nie;immer;gelegentlich;Nein;30-39;weiblich;Nein;;;;;Ja
1096934;Ja;Ministerium der Justiz;Ja;nie;nie;immer;immer;oft;oft;immer;oft;Nein;selten;gelegentlich;immer;gelegentlich;selten;Ja;nie;oft;oft;nie;immer;immer;oft;gelegentlich;gelegentlich;immer;oft;gelegentlich;immer;nie;Nein;selten;oft;immer;gelegentlich;immer;selten;nie;Ja;gelegentlich;oft;immer;nie;nie;k. A.;selten;nie;selten;immer;Nein;30-39;weiblich;Nein;;;;;Ja
1096935;Ja;Ministerium der Justiz;Ja;nie;nie;immer;immer;immer;nie;immer;k. A.;Ja;nie;nie;immer;nie;selten;Ja;gelegentlich;gelegentlich;nie;nie;k. A.;immer;immer;immer;nie;nie;immer;oft;immer;nie;Ja;nie;immer;immer;immer;nie;immer;nie;Ja;oft;oft;oft;k. A.;selten;k. A.;selten;oft;selten;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1096936;Ja;Ministerium der Justiz;Nein;selten;nie;selten;immer;gelegentlich;nie;immer;k. A.;Ja;nie;immer;gelegentlich;gelegentlich;selten;Ja;gelegentlich;gelegentlich;gelegentlich;selten;selten;immer;gelegentlich;gelegentlich;oft;nie;immer;immer;oft;nie;Ja;nie;immer;immer;gelegentlich;oft;gelegentlich;nie;Ja;gelegentlich;gelegentlich;selten;nie;nie;nie;immer;nie;nie;selten;Nein;50-59;weiblich;Nein;;;;;Ja
1096938;Nein;Ministerium der Justiz;Nein;immer;nie;immer;immer;immer;immer;immer;k. A.;Ja;nie;immer;immer;immer;nie;k. A.;gelegentlich;gelegentlich;immer;nie;nie;oft;immer;oft;nie;nie;gelegentlich;immer;immer;nie;Ja;nie;immer;immer;oft;immer;;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;k. A.;oft;gelegentlich;k. A.;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1096939;Ja;Ministerium der Justiz;Nein;nie;immer;nie;immer;immer;immer;immer;k. A.;Ja;nie;immer;oft;immer;selten;Ja;gelegentlich;gelegentlich;nie;immer;nie;immer;immer;immer;gelegentlich;nie;nie;gelegentlich;;nie;Nein;nie;immer;immer;immer;immer;gelegentlich;nie;Ja;gelegentlich;gelegentlich;immer;nie;gelegentlich;nie;immer;nie;selten;immer;Nein;40-49;weiblich;Ja;Haus;Mit Strom;4;3.000;Ja
1096945;Ja;Ministerium der Finanzen;Nein;gelegentlich;nie;k. A.;immer;immer;immer;immer;k. A.;Nein;nie;oft;immer;oft;nie;Ja;oft;oft;immer;nie;immer;immer;immer;immer;selten;nie;oft;oft;oft;immer;Nein;nie;immer;immer;nie;immer;nie;immer;Ja;oft;oft;selten;nie;selten;nie;gelegentlich;selten;gelegentlich;immer;Nein;30-39;männlich;Nein;;;;;Ja
1096946;Ja;Ministerium der Justiz;Nein;nie;nie;immer;immer;immer;nie;immer;k. A.;Ja;nie;immer;immer;immer;immer;Ja;gelegentlich;gelegentlich;k. A.;nie;immer;oft;immer;oft;immer;oft;gelegentlich;k. A.;oft;nie;k. A.;nie;immer;immer;immer;oft;immer;nie;Ja;gelegentlich;oft;selten;nie;gelegentlich;nie;nie;gelegentlich;nie;oft;Nein;50-59;weiblich;Nein;;;;;Ja
1096948;Ja;Ministerium der Justiz;Nein;nie;selten;nie;oft;gelegentlich;nie;oft;k. A.;k. A.;nie;selten;oft;nie;k. A.;Ja;nie;nie;selten;selten;nie;oft;gelegentlich;nie;nie;nie;selten;oft;oft;nie;Nein;selten;selten;oft;selten;k. A.;oft;nie;Ja;k. A.;k. A.;nie;nie;nie;k. A.;immer;nie;k. A.;immer;Nein;40-49;weiblich;Ja;Haus;Ohne Strom;4;4.000;Ja
1096949;Ja;Ministerium der Justiz;Nein;nie;nie;nie;oft;;nie;immer;k. A.;Ja;nie;k. A.;immer;gelegentlich;nie;Ja;selten;gelegentlich;nie;nie;nie;immer;oft;gelegentlich;oft;nie;selten;gelegentlich;oft;nie;Ja;nie;nie;immer;nie;immer;nie;nie;Ja;selten;gelegentlich;oft;nie;gelegentlich;selten;selten;gelegentlich;selten;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1096952;Ja;Ministerium der Justiz;Nein;oft;oft;immer;oft;immer;gelegentlich;oft;;Ja;nie;oft;oft;immer;oft;Ja;oft;oft;oft;oft;oft;immer;immer;immer;oft;gelegentlich;gelegentlich;oft;oft;oft;Ja;selten;oft;oft;immer;gelegentlich;oft;selten;Ja;immer;immer;oft;nie;selten;nie;selten;gelegentlich;gelegentlich;oft;Nein;50-59;männlich;Ja;Haus;Ohne Strom;3;4.000;Ja
1096953;Nein;Ministerium der Justiz;Nein;selten;nie;gelegentlich;oft;oft;oft;gelegentlich;k. A.;Ja;nie;immer;immer;immer;gelegentlich;Ja;selten;gelegentlich;immer;oft;immer;immer;immer;oft;oft;nie;gelegentlich;nie;oft;nie;Ja;selten;immer;immer;immer;oft;gelegentlich;nie;Ja;gelegentlich;gelegentlich;immer;nie;k. A.;nie;selten;selten;selten;immer;Nein;18-29;weiblich;Nein;;;;;Ja
1096954;Ja;Ministerium der Justiz;Nein;selten;selten;nie;immer;oft;nie;selten;k. A.;Nein;selten;nie;k. A.;nie;nie;k. A.;selten;gelegentlich;selten;selten;k. A.;gelegentlich;oft;nie;selten;nie;k. A.;oft;oft;nie;Ja;selten;immer;oft;selten;immer;selten;nie;k. A.;gelegentlich;gelegentlich;immer;nie;k. A.;k. A.;selten;oft;gelegentlich;oft;Ja;50-59;männlich;Nein;;;;;Ja
1096957;Ja;Ministerium des Innern;Ja;gelegentlich;nie;k. A.;immer;immer;gelegentlich;immer;k. A.;Ja;nie;immer;oft;immer;nie;Ja;oft;oft;selten;nie;oft;immer;immer;gelegentlich;immer;nie;immer;nie;immer;gelegentlich;Ja;nie;immer;oft;immer;oft;immer;gelegentlich;Ja;oft;oft;oft;k. A.;nie;nie;gelegentlich;gelegentlich;selten;oft;Nein;50-59;männlich;Nein;;;;;Ja
1096958;Ja;Ministerium der Justiz;Nein;gelegentlich;nie;nie;immer;oft;nie;immer;gelegentlich;Ja;gelegentlich;immer;selten;nie;nie;Ja;oft;oft;selten;nie;k. A.;immer;oft;gelegentlich;gelegentlich;nie;nie;immer;oft;nie;Ja;nie;immer;gelegentlich;selten;immer;gelegentlich;nie;Ja;oft;oft;immer;nie;gelegentlich;nie;nie;gelegentlich;gelegentlich;oft;Nein;40-49;weiblich;Nein;;;;;Ja
1096960;Ja;Ministerium der Justiz;Nein;immer;nie;nie;immer;immer;k. A.;immer;nie;Ja;nie;immer;oft;oft;nie;k. A.;nie;selten;k. A.;k. A.;k. A.;immer;nie;k. A.;selten;nie;gelegentlich;selten;immer;immer;k. A.;nie;oft;immer;k. A.;immer;oft;k. A.;k. A.;nie;gelegentlich;selten;nie;oft;k. A.;immer;selten;selten;oft;Nein;50-59;weiblich;Ja;Wohnung;Ohne Strom;2;2.000;Ja
1096963;Ja;Staatskanzlei;Ja;nie;nie;k. A.;immer;nie;nie;oft;k. A.;Ja;nie;nie;nie;nie;gelegentlich;k. A.;gelegentlich;gelegentlich;nie;nie;k. A.;immer;selten;immer;oft;nie;selten;nie;oft;nie;Ja;nie;immer;oft;immer;immer;oft;nie;Ja;selten;gelegentlich;immer;nie;gelegentlich;k. A.;gelegentlich;nie;oft;gelegentlich;Nein;18-29;männlich;Ja;Wohnung;Mit Strom;2;2.500;Ja
1096966;Nein;Ministerium der Justiz;Nein;immer;immer;immer;immer;immer;immer;immer;immer;Ja;nie;immer;immer;immer;nie;Ja;oft;selten;immer;immer;immer;immer;immer;immer;immer;nie;immer;nie;immer;gelegentlich;Ja;nie;immer;immer;;immer;oft;gelegentlich;Ja;oft;oft;immer;nie;k. A.;k. A.;immer;nie;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1096967;Ja;Ministerium des Innern;Ja;nie;nie;k. A.;immer;oft;selten;immer;k. A.;Nein;gelegentlich;oft;selten;selten;gelegentlich;k. A.;immer;oft;oft;nie;k. A.;immer;immer;oft;oft;nie;nie;nie;oft;nie;Nein;nie;immer;selten;immer;immer;gelegentlich;nie;k. A.;oft;gelegentlich;selten;nie;nie;k. A.;selten;selten;k. A.;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1096969;Ja;Ministerium der Justiz;Ja;immer;immer;oft;immer;immer;nie;gelegentlich;;Ja;nie;immer;immer;immer;nie;Ja;nie;nie;immer;immer;immer;immer;immer;nie;immer;nie;immer;gelegentlich;oft;nie;Ja;immer;immer;immer;immer;immer;immer;nie;Ja;nie;nie;nie;nie;immer;nie;immer;gelegentlich;nie;immer;Nein;50-59;k. A.;Nein;;;;;Ja
1096971;Ja;Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie;Nein;oft;nie;nie;immer;oft;nie;immer;oft;Nein;selten;oft;selten;gelegentlich;oft;Ja;nie;gelegentlich;selten;nie;immer;oft;oft;selten;gelegentlich;selten;selten;selten;immer;nie;Nein;selten;immer;gelegentlich;oft;oft;immer;nie;Ja;gelegentlich;gelegentlich;immer;nie;immer;k. A.;selten;oft;gelegentlich;;Ja;30-39;männlich;Nein;;;;;Ja
1096972;Ja;Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie;Nein;oft;oft;gelegentlich;immer;immer;selten;immer;nie;Nein;gelegentlich;oft;oft;selten;nie;Ja;selten;selten;oft;oft;selten;oft;oft;oft;nie;nie;selten;;gelegentlich;nie;Nein;selten;oft;gelegentlich;selten;immer;selten;nie;Ja;gelegentlich;gelegentlich;immer;nie;k. A.;k. A.;selten;oft;nie;oft;Ja;18-29;männlich;Nein;;;;;Ja
